com.samsung.shealth.rewards,6221053,4
number_of_streak,start_time,exercise_type,device_type,exercise_session_id,update_time,create_time,source_pkg_name,program_id,title,time_offset,extra_data,deviceuuid,pkg_name,controller_id,end_time,datauuid,is_visible
,2022-03-06 21:00:00.000,,10009,,2022-03-12 21:00:02.014,2022-03-07 12:36:31.943,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":10000,""mValue"":25286}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-06 21:00:00.000,a715643d-001c-4c84-8bf7-921810b58e5e,1,
,2022-03-29 21:00:00.000,,100003,,2022-04-04 21:00:01.933,2022-04-04 21:00:01.933,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":13302}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-29 21:00:00.000,cb4f385c-c2d6-49f5-9b24-114a488c17df,1,
,2022-02-25 21:00:00.000,,10009,,2022-03-03 21:03:27.554,2022-02-26 19:35:01.332,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":10000,""mValue"":12657}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-02-25 21:00:00.000,3f7e75b6-7a0b-44c9-ac88-1c95da17bf56,1,
,2022-03-04 21:00:00.000,,100003,,2022-03-07 21:00:29.712,2022-03-07 21:00:29.712,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":13119}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-04 21:00:00.000,23114427-f761-475b-8c09-42498c4a4d55,1,
,2022-02-21 21:00:00.000,,100003,,2022-02-27 21:00:02.374,2022-02-27 21:00:02.374,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":13422}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-02-21 21:00:00.000,2a8c85ae-84bc-4f7f-b389-39eb8ba19e8b,1,
,2022-02-19 21:00:00.000,,100003,,2022-02-20 19:36:49.037,2022-02-20 14:35:02.016,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":10000,""mValue"":12105}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-02-19 21:00:00.000,e2b793eb-e37f-41aa-ad4f-77698fc78991,1,
,2022-03-08 21:00:00.000,,10009,,2022-03-14 21:00:05.497,2022-03-09 14:55:02.471,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":10000,""mValue"":16639}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-08 21:00:00.000,e8788de4-6f5c-43db-83ea-8d9007e1d444,1,
,2022-02-25 21:00:00.000,,100003,,2022-03-02 21:00:01.969,2022-03-02 21:00:01.969,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":12657}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-02-25 21:00:00.000,04298684-b917-43c5-93ff-e2da6b28983b,1,
,2022-03-30 21:00:00.000,,100003,,2022-04-05 21:00:02.003,2022-04-05 21:00:02.003,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":14511}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-30 21:00:00.000,d967a8e4-e8d3-4a9a-b7f9-75028cba4e52,1,
,2022-03-06 21:00:00.000,,100003,,2022-03-10 21:00:01.825,2022-03-10 21:00:01.825,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":25286}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-06 21:00:00.000,2a2044ff-bfa1-4abd-a6a3-2f26cb56f736,1,
,2022-03-04 21:00:00.000,,100003,,2022-03-10 21:00:03.276,2022-03-05 17:58:08.207,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":10000,""mValue"":13119}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-04 21:00:00.000,445eb7d9-febf-4d63-a632-f9bcf306fc75,1,
,2022-04-05 21:00:00.000,,100003,,2022-04-11 21:00:02.943,2022-04-06 17:35:01.519,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":10000,""mValue"":13035}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-04-05 21:00:00.000,68079aaa-a518-4845-84a6-40198d5d9f17,1,
,2022-03-18 21:00:00.000,,10009,,2022-03-24 21:01:04.041,2022-03-19 18:45:18.109,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":10000,""mValue"":14690}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-18 21:00:00.000,4c2c1d50-6f8d-4b89-a9cf-cdd5c71b993f,1,
,2022-03-06 21:00:00.000,,100003,,2022-03-12 21:00:01.459,2022-03-12 21:00:01.459,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":25286}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-06 21:00:00.000,b47e424b-de86-45e7-ac70-aeaa5a114a49,1,
5001,,11007,,7739f16a-d529-4fd5-891d-eb58d2b26c59,2022-02-24 14:44:18.606,2022-02-24 14:44:18.606,,,5001,UTC+0300,10000,e7FCb+MfnB,com.sec.android.app.shealth,sport.tracker.goal.achievement.distance,2022-02-24 14:44:18.413,e55d225d-1882-47b0-9ecd-4163a221f6f9,0,
,2022-04-06 21:00:00.000,,100003,,2022-04-12 21:00:04.215,2022-04-07 15:08:26.724,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":10000,""mValue"":14389}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-04-06 21:00:00.000,67281423-828b-42a6-87f8-2eedaabb71ae,1,
,2022-03-19 21:00:00.000,,10009,,2022-03-25 21:00:01.998,2022-03-20 15:27:51.257,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":10000,""mValue"":21012}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-19 21:00:00.000,6262c2fa-087f-445d-b0e6-ce8d418aed01,1,
,2022-03-06 21:00:00.000,,100003,,2022-03-12 21:00:03.479,2022-03-12 21:00:03.479,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":25286}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-06 21:00:00.000,61771224-af8f-4569-8a90-fc360b5ebe8a,1,
,2022-03-13 21:00:00.000,,100003,,2022-03-19 21:00:06.130,2022-03-14 14:58:39.483,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":10000,""mValue"":16983}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-13 21:00:00.000,36ea49d4-e5bf-4aa9-b324-1351e75861e5,1,
,2022-04-07 21:00:00.000,,10009,,2022-04-13 21:00:02.507,2022-04-08 17:45:29.680,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":10000,""mValue"":14460}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-04-07 21:00:00.000,0251c938-99c6-4cf3-8a72-79609f5ca46f,1,
,2022-03-18 21:00:00.000,,100003,,2022-03-20 21:00:04.321,2022-03-20 21:00:04.321,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":14690}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-18 21:00:00.000,f5b97d12-2281-4fe3-bf7f-410190e4aacc,1,
,2022-03-10 21:00:00.000,,100003,,2022-03-15 21:00:05.757,2022-03-15 21:00:05.757,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":14252}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-10 21:00:00.000,1d320461-84d8-4ee9-93e4-b009e6776a1d,1,
,2022-04-02 21:00:00.000,,100003,,2022-04-08 21:00:03.686,2022-04-08 21:00:03.686,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":17661}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-04-02 21:00:00.000,a5c2b197-45ac-4454-8683-933fbbcf26b1,1,
,2022-02-26 21:00:00.000,,100003,,2022-03-04 21:00:03.407,2022-02-27 17:21:25.438,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":10000,""mValue"":16021}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-02-26 21:00:00.000,eb6c640a-b8cb-48a4-b143-331ed44266ff,1,
,2022-03-16 21:00:00.000,,100003,,2022-03-21 21:00:02.698,2022-03-21 21:00:02.698,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":11787}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-16 21:00:00.000,9ce011b4-43c2-4371-8bb0-e800e51a6ccd,1,
,2022-03-15 21:00:00.000,,100003,,2022-03-17 21:00:04.218,2022-03-17 21:00:04.218,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":16156}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-15 21:00:00.000,40b5ff41-0d79-473b-a037-e2f656c99ff3,1,
,2022-04-06 21:00:00.000,,100003,,2022-04-09 21:00:03.973,2022-04-09 21:00:03.973,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":14389}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-04-06 21:00:00.000,48c54d0b-fd0d-416d-9783-dfee9efef1ef,1,
,2022-03-16 21:00:00.000,,100003,,2022-03-22 21:00:03.313,2022-03-22 21:00:03.313,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":11787}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-16 21:00:00.000,894f4247-a5d2-4d7a-a3e8-ed5f97a44232,1,
,2022-03-13 21:00:00.000,,100003,,2022-03-14 21:00:04.186,2022-03-14 21:00:04.186,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":16983}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-13 21:00:00.000,65e01a06-cbd4-4381-a64d-f80079ffffcd,1,
,2022-03-18 21:00:00.000,,100003,,2022-03-24 21:01:06.992,2022-03-19 18:46:19.720,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":10000,""mValue"":14690}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-18 21:00:00.000,8a15351f-d288-4b28-b98c-b59dda99ca82,1,
,2022-04-06 21:00:00.000,,100003,,2022-04-10 21:00:01.778,2022-04-10 21:00:01.778,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":14389}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-04-06 21:00:00.000,9438438c-feec-4dc5-af8e-a6aa6f9bbc6c,1,
,2022-03-20 21:00:00.000,,100003,,2022-03-23 21:00:03.154,2022-03-23 21:00:03.154,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":18407}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-20 21:00:00.000,e93a84cb-7bb4-4b3b-8a3e-4dbd684bd1e3,1,
,2022-02-25 21:00:00.000,,100003,,2022-03-01 21:00:03.245,2022-03-01 21:00:03.245,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":12657}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-02-25 21:00:00.000,ab62a2de-f6ae-47e2-8050-a811d490c532,1,
,2022-04-10 21:00:00.000,,100003,,2022-04-12 21:00:01.857,2022-04-11 21:00:01.942,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":19734}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-04-10 21:00:00.000,e92e1421-d644-46f8-b03d-b0fa00110311,1,
,2022-03-19 21:00:00.000,,100003,,2022-03-25 21:00:02.424,2022-03-20 15:27:51.893,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":10000,""mValue"":21012}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-19 21:00:00.000,4f01176e-6e10-473e-ba51-9f2cb0ada558,1,
,2022-03-20 21:00:00.000,,100003,,2022-03-24 21:00:01.991,2022-03-24 21:00:01.991,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":18407}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-20 21:00:00.000,d40f5098-b1cf-4f3e-9951-10ffacd10d10,1,
,2022-03-15 21:00:00.000,,100003,,2022-03-21 21:00:04.047,2022-03-16 18:34:39.476,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":10000,""mValue"":16156}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-15 21:00:00.000,780fe65a-3462-45ef-ba57-faa5861382d7,1,
,2022-03-18 21:00:00.000,,100003,,2022-03-20 21:00:06.589,2022-03-20 21:00:06.589,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":14690}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-18 21:00:00.000,db62831d-671a-4fbb-be77-155512039681,1,
,2022-04-08 21:00:00.000,,100003,,2022-04-12 21:00:01.798,2022-04-12 21:00:01.798,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":14300}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-04-08 21:00:00.000,2467f374-36c8-46c6-87c4-f21f3cf377f5,1,
,2022-03-04 21:00:00.000,,10009,,2022-03-10 21:00:02.422,2022-03-05 17:58:07.696,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":10000,""mValue"":13119}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-04 21:00:00.000,897e0aa6-66c0-4cb0-be78-6c027cf0cc68,1,
,2022-03-04 21:00:00.000,,100003,,2022-03-06 21:00:03.423,2022-03-06 21:00:03.423,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":13119}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-04 21:00:00.000,d8072990-4340-4ff4-9336-9fe2182d4d0b,1,
,2022-03-16 21:00:00.000,,100003,,2022-03-21 21:00:04.002,2022-03-21 21:00:04.002,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":11787}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-16 21:00:00.000,adec16dc-719d-40b1-a30a-4935f1436099,1,
,2022-04-07 21:00:00.000,,100003,,2022-04-12 21:00:03.126,2022-04-12 21:00:03.126,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":14460}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-04-07 21:00:00.000,29b9a065-b0a1-4b6a-b22c-264aa57ad642,1,
,2022-03-04 21:00:00.000,,100003,,2022-03-07 21:00:28.642,2022-03-07 21:00:28.642,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":13119}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-04 21:00:00.000,21baeaa8-659c-452e-9218-d54ea01a9140,1,
,2022-03-18 21:00:00.000,,100003,,2022-03-22 21:00:03.398,2022-03-22 21:00:03.398,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":14690}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-18 21:00:00.000,598c183b-05b6-4238-85b8-8396c0a30d76,1,
,2022-03-13 21:00:00.000,,100003,,2022-03-18 21:00:01.640,2022-03-18 21:00:01.640,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":16983}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-13 21:00:00.000,4611e358-6d26-4615-b4e6-bb88093a8d38,1,
,2022-04-08 21:00:00.000,,100003,,2022-04-13 21:00:01.867,2022-04-13 21:00:01.867,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":14300}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-04-08 21:00:00.000,14f25fcf-86d4-4839-9d7f-b47ffb6e5555,1,
,2022-03-04 21:00:00.000,,100003,,2022-03-06 21:00:01.977,2022-03-06 21:00:01.977,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":13119}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-04 21:00:00.000,63bb3d0a-8ce0-466d-bfcc-6aa9f15e0210,1,
,2022-03-03 21:00:00.000,,100003,,2022-03-08 21:00:15.939,2022-03-08 21:00:15.939,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":13445}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-03 21:00:00.000,4286c47e-2b8c-4db8-865b-67c09075c8ca,1,
,2022-03-19 21:00:00.000,,100003,,2022-03-23 21:00:03.171,2022-03-23 21:00:03.171,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":21012}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-19 21:00:00.000,506b59b5-39bc-40f2-a342-14e69e2032a5,1,
,2022-04-10 21:00:00.000,,100003,,2022-04-14 21:00:05.646,2022-04-14 21:00:05.646,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":19734}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-04-10 21:00:00.000,eaf66477-bd4d-42e7-a37e-414a29b6c418,1,
,2022-03-08 21:00:00.000,,100003,,2022-03-09 21:00:04.685,2022-03-09 21:00:04.685,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":16639}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-08 21:00:00.000,eeb2265f-7d59-4a42-9bb6-73d5d7b9121b,1,
,2022-03-19 21:00:00.000,,100003,,2022-03-24 21:00:02.014,2022-03-24 21:00:02.014,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":21012}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-19 21:00:00.000,3c197fa1-0a4a-4049-adf2-a0c7a73910d7,1,
,2022-03-24 21:00:00.000,,10009,,2022-03-30 21:00:23.744,2022-03-25 20:35:02.005,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":10000,""mValue"":10571}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-24 21:00:00.000,c5384dd2-62a7-426f-8274-3f3ba68b655e,1,
,2022-03-16 21:00:00.000,,100003,,2022-03-19 21:00:04.696,2022-03-19 21:00:04.696,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":11787}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-16 21:00:00.000,d81c62fa-7578-42cb-8360-cfc3221c2322,1,
,2022-04-11 21:00:00.000,,100003,,2022-04-15 21:00:06.697,2022-04-15 21:00:06.697,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":16090}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-04-11 21:00:00.000,a2bc4cb3-68b9-4d6b-bff0-b48510186267,1,
,2022-03-24 21:00:00.000,,100003,,2022-03-30 21:00:24.449,2022-03-25 20:35:02.716,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":10000,""mValue"":10571}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-24 21:00:00.000,f9cd05bd-b7a7-4709-a195-5de03c4f073b,1,
,2022-03-25 21:00:00.000,,10009,,2022-03-31 21:06:32.984,2022-03-26 17:10:03.176,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":10000,""mValue"":13077}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-25 21:00:00.000,d9c05b7f-33cd-4541-aa32-a2cc83e896b6,1,
,2022-03-06 21:00:00.000,,100003,,2022-03-07 21:00:27.505,2022-03-07 21:00:27.505,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":25286}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-06 21:00:00.000,4a3208be-86bf-43e2-9faa-ca7d068c7be4,1,
,2022-04-11 21:00:00.000,,100003,,2022-04-17 21:00:03.866,2022-04-17 21:00:03.866,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":16090}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-04-11 21:00:00.000,41fda9cc-fecb-483f-83c1-138783c86b15,1,
,2022-03-25 21:00:00.000,,100003,,2022-03-31 21:00:52.744,2022-03-26 17:10:03.741,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":10000,""mValue"":13077}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-25 21:00:00.000,73707dbf-4751-4584-a12f-910d8e85783d,1,
,2022-03-21 21:00:00.000,,100003,,2022-03-26 21:01:46.425,2022-03-26 21:01:46.425,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":20550}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-21 21:00:00.000,3b4ba502-9e9b-48ee-a014-7a9cf7e38639,1,
,2022-04-16 21:00:00.000,,100003,,2022-04-19 21:00:01.922,2022-04-19 21:00:01.922,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":13328}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-04-16 21:00:00.000,34f689d1-43eb-4e89-8789-5500cb28bfde,1,
,2022-03-19 21:00:00.000,,100003,,2022-03-20 21:00:01.921,2022-03-20 21:00:01.921,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":21012}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-19 21:00:00.000,df5140fd-c169-4dac-bb5e-20140e8f2518,1,
,2022-03-26 21:00:00.000,,10009,,2022-04-01 21:00:02.463,2022-03-27 09:09:13.512,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":10000,""mValue"":26179}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-26 21:00:00.000,988bc839-a5ca-415c-ad44-4dd593c96521,1,
,2022-04-18 21:00:00.000,,100003,,2022-04-20 21:00:03.028,2022-04-20 21:00:03.028,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":13404}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-04-18 21:00:00.000,8975fdb0-1d7a-4297-a49f-dcb4508aa75d,1,
,2022-03-21 21:00:00.000,,100003,,2022-03-27 21:00:01.832,2022-03-27 21:00:01.832,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":20550}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-21 21:00:00.000,b0364af9-3711-4bbf-9e61-89c15b1fa87c,1,
,2022-03-03 21:00:00.000,,100003,,2022-03-08 21:00:14.646,2022-03-08 21:00:14.646,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":13445}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-03 21:00:00.000,649daf63-8f11-4048-bb70-0edab07ab80c,1,
,2022-03-26 21:00:00.000,,100003,,2022-03-27 21:00:01.855,2022-03-27 21:00:01.855,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":26179}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-26 21:00:00.000,63ce9305-856c-4495-907f-b3e97bb1eb60,1,
,2022-03-23 21:00:00.000,,100003,,2022-03-27 21:00:04.369,2022-03-27 21:00:04.369,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":13329}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-23 21:00:00.000,7a839516-7ce3-49ad-be43-434fcd858fb5,1,
,2022-04-18 21:00:00.000,,100003,,2022-04-21 21:00:03.447,2022-04-21 21:00:03.447,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":13404}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-04-18 21:00:00.000,bed603c6-7f7c-4e52-9788-ce60a41a1cab,1,
,2022-03-21 21:00:00.000,,100003,,2022-03-27 21:00:04.423,2022-03-27 21:00:04.423,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":20550}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-21 21:00:00.000,cd00e7d3-84cc-4427-8cd9-178a96d27bca,1,
,2022-03-23 21:00:00.000,,100003,,2022-03-28 21:01:00.946,2022-03-28 21:01:00.946,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":13329}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-23 21:00:00.000,87562c49-d26a-4445-bfe5-f031840d537f,1,
,2022-04-16 21:00:00.000,,100003,,2022-04-22 21:00:01.944,2022-04-22 21:00:01.944,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":13328}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-04-16 21:00:00.000,7e735458-707c-43de-a606-f773d45eb97f,1,
,2022-03-20 21:00:00.000,,10009,,2022-03-26 21:00:13.921,2022-03-21 18:55:03.718,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":10000,""mValue"":18407}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-20 21:00:00.000,34c3b90d-83e5-4756-8d8e-813428929e7f,1,
,2022-03-03 21:00:00.000,,100003,,2022-03-09 21:00:04.532,2022-03-09 21:00:04.532,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":13445}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-03 21:00:00.000,92aba4cb-6a77-42f0-bf28-d07b06e8d1e0,1,
,2022-03-27 21:00:00.000,,100003,,2022-03-28 21:01:01.169,2022-03-28 21:01:01.169,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":26838}",e7FCb+MfnB,com.sec.android.app.shealth,tracker.pedometer,2022-03-27 21:00:00.000,46d5c7a6-e6e8-4163-8fdb-9db2180a8da4,1,
