com.samsung.shealth.social.public_challenge.extra,6221053,1
update_time,create_time,type,value,deviceuuid,pkg_name,datauuid
2022-01-24 12:02:20.869,2022-01-24 12:02:20.869,2,"{""uiViewStatusItemList"":[{""isFirstDetailEnter"":false,""isNoThanksMissionNextChallenge"":false,""isNoThanksShowMissionFavorite"":false,""isShowFinished"":false,""isShowGoalReaching"":false,""joined"":true,""lastShowAwaitingPopUp"":-1,""latestLevelChangeItem"":null,""missionNumber"":0,""missionStatusList"":[],""pacemakerData"":{""averageStepsOfMyGroup"":0,""goal"":200000,""mode"":2,""myPercentileOfPublicChallengeInRoundTwo"":0,""myStepsOfPublicChallenge"":121107,""myStepsOfToday"":12819,""pcId"":22010001,""stepsOfTop01Percents"":2446956,""stepsOfTop100Percents"":200000,""stepsOfTop10Percents"":401849,""stepsOfTop30Percents"":302488,""timeOfJoin"":1642366800000,""timeOfPublicChallengeEnd"":1643662799000,""timeOfPublicChallengeStart"":1640984400000},""pcId"":22010001,""previousStarCount"":4,""previousStep"":121107}]}",e7FCb+MfnB,com.sec.android.app.shealth,2835f7df-0e0e-4c2c-a78d-ed014d3442ff,
