com.samsung.shealth.tracker.pedometer_day_summary,6221053,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
16672,a4810db5-f647-4c92-be6a-a006a451b2a5.binning_data.json,7932527,10000,1600,2022-02-05 18:28:01.046,com.sec.android.app.shealth,2022-02-04 21:11:54.044,a4810db5-f647-4c92-be6a-a006a451b2a5.source_info.json,1.7612431,13971.11,734.99,15072,VfS0qUERdZ,com.sec.android.app.shealth,0,a4810db5-f647-4c92-be6a-a006a451b2a5.achievement.json,a4810db5-f647-4c92-be6a-a006a451b2a5,1644019200000,
7593,3cecf7da-0bc0-49da-bbf2-1189c118624c.binning_data.json,3282800,10000,1875,2022-02-17 21:00:01.058,com.sec.android.app.shealth,2022-02-17 21:00:01.058,,2.0856552,6846.79,383.71,5718,e7FCb+MfnB,com.sec.android.app.shealth,0,3cecf7da-0bc0-49da-bbf2-1189c118624c.achievement.json,3cecf7da-0bc0-49da-bbf2-1189c118624c,1645056000000,
26206,99dea284-3759-45f8-be07-5aac2a733eca.binning_data.json,11578242,10000,5372,2022-02-13 19:35:01.358,com.sec.android.app.shealth,2022-02-12 21:02:05.219,99dea284-3759-45f8-be07-5aac2a733eca.source_info.json,2.0160384,23342.18,1287.01,20834,VfS0qUERdZ,com.sec.android.app.shealth,0,99dea284-3759-45f8-be07-5aac2a733eca.achievement.json,99dea284-3759-45f8-be07-5aac2a733eca,1644710400000,
11582,b12dcf39-6b77-48f3-a8a0-f4731b14928b.binning_data.json,5387478,10000,680,2022-02-07 18:58:52.304,com.sec.android.app.shealth,2022-02-06 21:52:38.308,b12dcf39-6b77-48f3-a8a0-f4731b14928b.source_info.json,1.802424,9710.52,495.62,10902,VfS0qUERdZ,com.sec.android.app.shealth,0,b12dcf39-6b77-48f3-a8a0-f4731b14928b.achievement.json,b12dcf39-6b77-48f3-a8a0-f4731b14928b,1644192000000,
7550,e832549c-7ebd-4e35-bb5a-bfb582a08665.binning_data.json,3590893,10000,308,2022-02-24 21:00:03.077,com.sec.android.app.shealth,2022-02-24 21:00:03.077,,1.7450197,6266.18,319.47998,7242,e7FCb+MfnB,com.sec.android.app.shealth,0,e832549c-7ebd-4e35-bb5a-bfb582a08665.achievement.json,e832549c-7ebd-4e35-bb5a-bfb582a08665,1645660800000,
17471,0c8d7563-d3b3-4318-a012-404edcdaecce.binning_data.json,8172542,10000,575,2022-02-06 18:39:54.316,com.sec.android.app.shealth,2022-02-06 07:55:02.757,0c8d7563-d3b3-4318-a012-404edcdaecce.source_info.json,1.751921,14317.65,721.89996,16896,VfS0qUERdZ,com.sec.android.app.shealth,0,0c8d7563-d3b3-4318-a012-404edcdaecce.achievement.json,0c8d7563-d3b3-4318-a012-404edcdaecce,1644105600000,
16021,2dc36977-64ab-4a60-8b63-ff16e1e716c1.binning_data.json,8326716,10000,121,2022-02-27 21:00:01.987,com.sec.android.app.shealth,2022-02-27 21:00:01.987,,1.5233952,12684.88,647.63995,15900,e7FCb+MfnB,com.sec.android.app.shealth,0,2dc36977-64ab-4a60-8b63-ff16e1e716c1.achievement.json,2dc36977-64ab-4a60-8b63-ff16e1e716c1,1645920000000,
12105,b9d6ba7c-f1a8-4bf7-ad1e-24e9e0fb9973.binning_data.json,5368280,10000,2145,2022-02-20 21:00:01.120,com.sec.android.app.shealth,2022-02-20 21:00:01.120,,1.984205,10651.7705,578.05,9960,e7FCb+MfnB,com.sec.android.app.shealth,0,b9d6ba7c-f1a8-4bf7-ad1e-24e9e0fb9973.achievement.json,b9d6ba7c-f1a8-4bf7-ad1e-24e9e0fb9973,1645315200000,
8224,d21a3ef6-12cb-4703-98c4-4ddfe0ec6be2.binning_data.json,3570094,10000,1755,2022-02-16 21:00:00.887,com.sec.android.app.shealth,2022-02-16 21:00:00.887,,2.0463493,7305.66,400.86,6469,e7FCb+MfnB,com.sec.android.app.shealth,0,d21a3ef6-12cb-4703-98c4-4ddfe0ec6be2.achievement.json,d21a3ef6-12cb-4703-98c4-4ddfe0ec6be2,1644969600000,
12026,88fc15dd-2052-48c5-bd4b-fc4e1551ad27.binning_data.json,5951142,10000,36,2022-02-08 20:58:59.943,com.sec.android.app.shealth,2022-02-07 22:18:47.000,88fc15dd-2052-48c5-bd4b-fc4e1551ad27.source_info.json,1.61429,9606.869,486.14996,11990,VfS0qUERdZ,com.sec.android.app.shealth,0,88fc15dd-2052-48c5-bd4b-fc4e1551ad27.achievement.json,88fc15dd-2052-48c5-bd4b-fc4e1551ad27,1644278400000,
23321,da1a43ec-ef78-4585-a1bb-a6ef57fb8aa6.binning_data.json,11291363,10000,741,2022-02-10 20:51:51.327,com.sec.android.app.shealth,2022-02-09 21:03:12.742,da1a43ec-ef78-4585-a1bb-a6ef57fb8aa6.source_info.json,1.6892549,19073.99,969.50995,22580,VfS0qUERdZ,com.sec.android.app.shealth,0,da1a43ec-ef78-4585-a1bb-a6ef57fb8aa6.achievement.json,da1a43ec-ef78-4585-a1bb-a6ef57fb8aa6,1644451200000,
12534,c38d34f2-2503-4080-bd45-5e923305cd95.binning_data.json,6130808,10000,315,2022-02-19 21:00:02.589,com.sec.android.app.shealth,2022-02-19 21:00:02.589,,1.6618885,10188.72,512.21,12219,e7FCb+MfnB,com.sec.android.app.shealth,0,c38d34f2-2503-4080-bd45-5e923305cd95.achievement.json,c38d34f2-2503-4080-bd45-5e923305cd95,1645228800000,
2560,9536451a-30b1-4d9a-8899-519ea0e3cc77.binning_data.json,1250277,10000,12,2022-02-23 21:00:01.709,com.sec.android.app.shealth,2022-02-23 21:00:01.709,,1.639292,2049.5698,102.99999,2548,e7FCb+MfnB,com.sec.android.app.shealth,0,9536451a-30b1-4d9a-8899-519ea0e3cc77.achievement.json,9536451a-30b1-4d9a-8899-519ea0e3cc77,1645574400000,
7945,e0e252a4-5200-4ad2-a478-685428873233.binning_data.json,4077051,10000,32,2022-03-02 21:00:01.374,com.sec.android.app.shealth,2022-03-02 21:00:01.374,,1.5429459,6290.67,319.19,7913,e7FCb+MfnB,com.sec.android.app.shealth,0,e0e252a4-5200-4ad2-a478-685428873233.achievement.json,e0e252a4-5200-4ad2-a478-685428873233,1646179200000,
26022,b8ff23b4-3e39-41e8-a9af-1dbe2303c5f2.binning_data.json,12656382,10000,119,2022-02-11 20:59:41.156,com.sec.android.app.shealth,2022-02-10 21:15:01.370,b8ff23b4-3e39-41e8-a9af-1dbe2303c5f2.source_info.json,1.65012,20884.55,1049.97,25903,VfS0qUERdZ,com.sec.android.app.shealth,0,b8ff23b4-3e39-41e8-a9af-1dbe2303c5f2.achievement.json,b8ff23b4-3e39-41e8-a9af-1dbe2303c5f2,1644537600000,
13119,ee678ec6-faaa-4787-853c-8b3602f739ba.binning_data.json,6818637,10000,53,2022-03-05 21:00:00.902,com.sec.android.app.shealth,2022-03-05 21:00:00.902,,1.5177004,10348.65,524.63,13066,e7FCb+MfnB,com.sec.android.app.shealth,0,ee678ec6-faaa-4787-853c-8b3602f739ba.achievement.json,ee678ec6-faaa-4787-853c-8b3602f739ba,1646438400000,
12657,8f297a74-d518-4b1e-9143-1e5c07fbeb9e.binning_data.json,6478831,10000,54,2022-02-26 21:00:01.260,com.sec.android.app.shealth,2022-02-26 21:00:01.260,,1.5491529,10036.7,508.43997,12603,e7FCb+MfnB,com.sec.android.app.shealth,0,8f297a74-d518-4b1e-9143-1e5c07fbeb9e.achievement.json,8f297a74-d518-4b1e-9143-1e5c07fbeb9e,1645833600000,
17721,2663ec77-05ae-4ae7-ac08-f90b93a4c29d.binning_data.json,8481034,10000,623,2022-02-09 20:17:00.924,com.sec.android.app.shealth,2022-02-08 22:51:06.681,2663ec77-05ae-4ae7-ac08-f90b93a4c29d.source_info.json,1.7151033,14545.85,735.18,17098,VfS0qUERdZ,com.sec.android.app.shealth,0,2663ec77-05ae-4ae7-ac08-f90b93a4c29d.achievement.json,2663ec77-05ae-4ae7-ac08-f90b93a4c29d,1644364800000,
13422,8ae37256-6094-4b0d-8d46-7f9afab9b23d.binning_data.json,6589157,10000,697,2022-02-22 21:00:01.143,com.sec.android.app.shealth,2022-02-22 21:00:01.143,,1.6832485,11091.19,573.31,12725,e7FCb+MfnB,com.sec.android.app.shealth,0,8ae37256-6094-4b0d-8d46-7f9afab9b23d.achievement.json,8ae37256-6094-4b0d-8d46-7f9afab9b23d,1645488000000,
26206,2f1c88fd-b952-4d16-a037-e404c5482578.binning_data.json,11578242,10000,5372,2022-02-13 21:00:01.098,com.sec.android.app.shealth,2022-02-12 21:02:05.091,,2.0160384,23342.18,1287.01,20834,e7FCb+MfnB,com.sec.android.app.shealth,0,2f1c88fd-b952-4d16-a037-e404c5482578.achievement.json,2f1c88fd-b952-4d16-a037-e404c5482578,1644710400000,
23833,1af18bd2-08be-4896-87af-d741d737ee81.binning_data.json,11196456,10000,1356,2022-02-14 20:29:48.303,com.sec.android.app.shealth,2022-02-13 21:19:02.605,1af18bd2-08be-4896-87af-d741d737ee81.source_info.json,1.7802516,19932.51,1026.77,22477,VfS0qUERdZ,com.sec.android.app.shealth,0,1af18bd2-08be-4896-87af-d741d737ee81.achievement.json,1af18bd2-08be-4896-87af-d741d737ee81,1644796800000,
23152,ab6ba343-eda9-4129-a9c4-4e5229366c70.binning_data.json,11185567,10000,220,2022-02-12 20:02:00.315,com.sec.android.app.shealth,2022-02-11 21:11:20.312,ab6ba343-eda9-4129-a9c4-4e5229366c70.source_info.json,1.666062,18635.85,936.02997,22932,VfS0qUERdZ,com.sec.android.app.shealth,0,ab6ba343-eda9-4129-a9c4-4e5229366c70.achievement.json,ab6ba343-eda9-4129-a9c4-4e5229366c70,1644624000000,
7018,171306de-f6a0-4ce3-a921-b72b6a8785e7.binning_data.json,3321384,10000,226,2022-02-25 21:00:01.838,com.sec.android.app.shealth,2022-02-25 21:00:01.838,,1.7552105,5829.73,297.19998,6792,e7FCb+MfnB,com.sec.android.app.shealth,0,171306de-f6a0-4ce3-a921-b72b6a8785e7.achievement.json,171306de-f6a0-4ce3-a921-b72b6a8785e7,1645747200000,
8461,8939d4cb-311e-4e47-a14b-fb1d546062fb.binning_data.json,4285965,10000,67,2022-03-08 21:00:08.890,com.sec.android.app.shealth,2022-03-08 21:00:08.890,,1.5806265,6774.5103,344.01,8394,e7FCb+MfnB,com.sec.android.app.shealth,0,8939d4cb-311e-4e47-a14b-fb1d546062fb.achievement.json,8939d4cb-311e-4e47-a14b-fb1d546062fb,1646697600000,
8224,51e11736-9ea1-44d2-b283-1e5f617860f4.binning_data.json,3570094,10000,1755,2022-02-16 18:41:26.278,com.sec.android.app.shealth,2022-02-15 21:57:03.602,51e11736-9ea1-44d2-b283-1e5f617860f4.source_info.json,2.0463493,7305.66,400.86,6469,VfS0qUERdZ,com.sec.android.app.shealth,0,51e11736-9ea1-44d2-b283-1e5f617860f4.achievement.json,51e11736-9ea1-44d2-b283-1e5f617860f4,1644969600000,
6946,8a04c8a5-b5fb-49f2-b485-94643e873167.binning_data.json,3537935,10000,112,2022-03-01 21:00:01.742,com.sec.android.app.shealth,2022-03-01 21:00:01.742,,1.5768151,5578.67,286.0,6834,e7FCb+MfnB,com.sec.android.app.shealth,0,8a04c8a5-b5fb-49f2-b485-94643e873167.achievement.json,8a04c8a5-b5fb-49f2-b485-94643e873167,1646092800000,
7593,ee6db444-05ba-45fb-94da-e5eef5c70198.binning_data.json,3282800,10000,1875,2022-02-17 20:53:49.507,com.sec.android.app.shealth,2022-02-16 22:15:58.484,ee6db444-05ba-45fb-94da-e5eef5c70198.source_info.json,2.0856552,6846.79,383.71,5718,VfS0qUERdZ,com.sec.android.app.shealth,0,ee6db444-05ba-45fb-94da-e5eef5c70198.achievement.json,ee6db444-05ba-45fb-94da-e5eef5c70198,1645056000000,
9692,cc891796-5628-4951-bbbb-69da0de48ab8.binning_data.json,4947511,10000,52,2022-02-28 21:00:04.133,com.sec.android.app.shealth,2022-02-28 21:00:04.133,,1.5702965,7769.06,397.82,9640,e7FCb+MfnB,com.sec.android.app.shealth,0,cc891796-5628-4951-bbbb-69da0de48ab8.achievement.json,cc891796-5628-4951-bbbb-69da0de48ab8,1646006400000,
14252,4814df4f-207a-42c4-ad44-4e4d652f2c47.binning_data.json,7455235,10000,59,2022-03-11 21:00:00.783,com.sec.android.app.shealth,2022-03-11 21:00:00.783,,1.4981673,11169.19,570.08997,14193,e7FCb+MfnB,com.sec.android.app.shealth,0,4814df4f-207a-42c4-ad44-4e4d652f2c47.achievement.json,4814df4f-207a-42c4-ad44-4e4d652f2c47,1646956800000,
19114,3f343911-135c-46e0-8dae-868f4f855d64.binning_data.json,9283000,10000,1062,2022-02-15 16:59:23.022,com.sec.android.app.shealth,2022-02-15 06:31:38.304,3f343911-135c-46e0-8dae-868f4f855d64.source_info.json,1.7030991,15809.87,822.5399,18052,VfS0qUERdZ,com.sec.android.app.shealth,0,3f343911-135c-46e0-8dae-868f4f855d64.achievement.json,3f343911-135c-46e0-8dae-868f4f855d64,1644883200000,
12534,23f47357-4f2d-41b8-9d2b-84e994e0bc21.binning_data.json,6130808,10000,315,2022-02-19 19:34:50.364,com.sec.android.app.shealth,2022-02-19 04:46:40.283,23f47357-4f2d-41b8-9d2b-84e994e0bc21.source_info.json,1.6618885,10188.72,512.21,12219,VfS0qUERdZ,com.sec.android.app.shealth,0,23f47357-4f2d-41b8-9d2b-84e994e0bc21.achievement.json,23f47357-4f2d-41b8-9d2b-84e994e0bc21,1645228800000,
6956,800af73a-104d-4c91-9974-fc3972f3204c.binning_data.json,3602247,10000,47,2022-03-03 21:03:27.576,com.sec.android.app.shealth,2022-03-03 21:00:01.159,,1.5296062,5510.02,280.53998,6909,e7FCb+MfnB,com.sec.android.app.shealth,0,800af73a-104d-4c91-9974-fc3972f3204c.achievement.json,800af73a-104d-4c91-9974-fc3972f3204c,1646265600000,
13445,9093cd00-fda8-44b7-85ae-dcb5ff978ebf.binning_data.json,6748944,10000,130,2022-03-04 20:55:52.800,com.sec.android.app.shealth,2022-03-03 21:03:27.819,9093cd00-fda8-44b7-85ae-dcb5ff978ebf.source_info.json,1.6044776,10828.53,549.45,13315,VfS0qUERdZ,com.sec.android.app.shealth,0,9093cd00-fda8-44b7-85ae-dcb5ff978ebf.achievement.json,9093cd00-fda8-44b7-85ae-dcb5ff978ebf,1646352000000,
12105,354a7eed-39bb-477c-96ec-c863e512abf8.binning_data.json,5368280,10000,2145,2022-02-20 19:36:48.951,com.sec.android.app.shealth,2022-02-20 09:39:21.300,354a7eed-39bb-477c-96ec-c863e512abf8.source_info.json,1.984205,10651.7705,578.05,9960,VfS0qUERdZ,com.sec.android.app.shealth,0,354a7eed-39bb-477c-96ec-c863e512abf8.achievement.json,354a7eed-39bb-477c-96ec-c863e512abf8,1645315200000,
16983,deea2a87-314b-474f-8332-cde897d30cc2.binning_data.json,8899078,10000,109,2022-03-14 20:53:47.852,com.sec.android.app.shealth,2022-03-13 21:00:09.649,deea2a87-314b-474f-8332-cde897d30cc2.source_info.json,1.5053793,13396.49,685.0,16874,VfS0qUERdZ,com.sec.android.app.shealth,0,deea2a87-314b-474f-8332-cde897d30cc2.achievement.json,deea2a87-314b-474f-8332-cde897d30cc2,1647216000000,
25286,34327667-d856-46d2-b7aa-98109725195c.binning_data.json,13037095,10000,133,2022-03-07 21:00:01.358,com.sec.android.app.shealth,2022-03-07 21:00:01.358,,1.5313296,19964.09,1016.42993,25153,e7FCb+MfnB,com.sec.android.app.shealth,0,34327667-d856-46d2-b7aa-98109725195c.achievement.json,34327667-d856-46d2-b7aa-98109725195c,1646611200000,
7488,c584fbbf-1ad2-43cf-84f0-dc13a96ba648.binning_data.json,3656347,10000,107,2022-02-18 18:54:29.858,com.sec.android.app.shealth,2022-02-17 22:58:39.494,c584fbbf-1ad2-43cf-84f0-dc13a96ba648.source_info.json,1.6634387,6082.11,308.34998,7381,VfS0qUERdZ,com.sec.android.app.shealth,0,c584fbbf-1ad2-43cf-84f0-dc13a96ba648.achievement.json,c584fbbf-1ad2-43cf-84f0-dc13a96ba648,1645142400000,
2560,e37ba4b9-8a82-42cc-aade-97a8e17b4564.binning_data.json,1250277,10000,12,2022-02-23 16:30:34.421,com.sec.android.app.shealth,2022-02-22 21:44:10.656,e37ba4b9-8a82-42cc-aade-97a8e17b4564.source_info.json,1.639292,2049.5698,102.99999,2548,VfS0qUERdZ,com.sec.android.app.shealth,0,e37ba4b9-8a82-42cc-aade-97a8e17b4564.achievement.json,e37ba4b9-8a82-42cc-aade-97a8e17b4564,1645574400000,
12513,c09c38b4-5ece-4042-994e-82d079f18f4f.binning_data.json,6262707,10000,108,2022-03-06 21:00:01.290,com.sec.android.app.shealth,2022-03-06 21:00:01.290,,1.602722,10037.38,508.97998,12405,e7FCb+MfnB,com.sec.android.app.shealth,0,c09c38b4-5ece-4042-994e-82d079f18f4f.achievement.json,c09c38b4-5ece-4042-994e-82d079f18f4f,1646524800000,
11787,9d76bf25-7a29-48af-a225-6429a8746b3f.binning_data.json,6068637,10000,33,2022-03-17 21:00:01.141,com.sec.android.app.shealth,2022-03-17 21:00:01.141,,1.5300468,9285.3,472.07,11754,e7FCb+MfnB,com.sec.android.app.shealth,0,9d76bf25-7a29-48af-a225-6429a8746b3f.achievement.json,9d76bf25-7a29-48af-a225-6429a8746b3f,1647475200000,
13422,d2072a4b-f014-455b-8e31-8ddcdea14096.binning_data.json,6589157,10000,697,2022-02-22 19:17:41.283,com.sec.android.app.shealth,2022-02-21 23:38:57.378,d2072a4b-f014-455b-8e31-8ddcdea14096.source_info.json,1.6832485,11091.19,573.31,12725,VfS0qUERdZ,com.sec.android.app.shealth,0,d2072a4b-f014-455b-8e31-8ddcdea14096.achievement.json,d2072a4b-f014-455b-8e31-8ddcdea14096,1645488000000,
7109,bec12bff-27ec-42cb-abec-153c566c8ab3.binning_data.json,3737773,10000,77,2022-03-10 21:00:01.133,com.sec.android.app.shealth,2022-03-10 21:00:01.133,,1.5011744,5611.05,287.21,7032,e7FCb+MfnB,com.sec.android.app.shealth,0,bec12bff-27ec-42cb-abec-153c566c8ab3.achievement.json,bec12bff-27ec-42cb-abec-153c566c8ab3,1646870400000,
4241,1f44910f-9730-499e-bb8b-63d4649b5070.binning_data.json,1915121,10000,721,2022-02-21 20:42:08.492,com.sec.android.app.shealth,2022-02-20 21:41:26.782,1f44910f-9730-499e-bb8b-63d4649b5070.source_info.json,1.9584867,3750.74,204.55,3520,VfS0qUERdZ,com.sec.android.app.shealth,0,1f44910f-9730-499e-bb8b-63d4649b5070.achievement.json,1f44910f-9730-499e-bb8b-63d4649b5070,1645401600000,
8406,ae39834e-1a2c-4d75-9ac6-6991b2266c68.binning_data.json,4431681,10000,91,2022-03-13 21:00:09.473,com.sec.android.app.shealth,2022-03-13 21:00:01.255,,1.4979099,6638.26,339.79,8315,e7FCb+MfnB,com.sec.android.app.shealth,0,ae39834e-1a2c-4d75-9ac6-6991b2266c68.achievement.json,ae39834e-1a2c-4d75-9ac6-6991b2266c68,1647129600000,
16639,90913c30-aa96-41e0-b364-d0dfe5a68c13.binning_data.json,8993982,10000,94,2022-03-09 21:00:01.923,com.sec.android.app.shealth,2022-03-09 21:00:01.923,,1.4430426,12978.7,669.56,16545,e7FCb+MfnB,com.sec.android.app.shealth,0,90913c30-aa96-41e0-b364-d0dfe5a68c13.achievement.json,90913c30-aa96-41e0-b364-d0dfe5a68c13,1646784000000,
12657,def41767-b747-4711-ac53-edaf02df15ad.binning_data.json,6478831,10000,54,2022-02-26 20:54:22.376,com.sec.android.app.shealth,2022-02-25 22:23:11.995,def41767-b747-4711-ac53-edaf02df15ad.source_info.json,1.5491529,10036.7,508.43997,12603,VfS0qUERdZ,com.sec.android.app.shealth,0,def41767-b747-4711-ac53-edaf02df15ad.achievement.json,def41767-b747-4711-ac53-edaf02df15ad,1645833600000,
21012,983fa1ab-d8e0-4f13-a172-66bcc453f83f.binning_data.json,11487020,10000,45,2022-03-20 21:00:01.181,com.sec.android.app.shealth,2022-03-20 21:00:01.181,,1.4120972,16220.79,841.14996,20967,e7FCb+MfnB,com.sec.android.app.shealth,0,983fa1ab-d8e0-4f13-a172-66bcc453f83f.achievement.json,983fa1ab-d8e0-4f13-a172-66bcc453f83f,1647734400000,
7018,01aa6e56-c2ca-4a06-8404-57c7f8df8e94.binning_data.json,3321384,10000,226,2022-02-25 18:24:15.579,com.sec.android.app.shealth,2022-02-24 21:17:11.774,01aa6e56-c2ca-4a06-8404-57c7f8df8e94.source_info.json,1.7552105,5829.73,297.19998,6792,VfS0qUERdZ,com.sec.android.app.shealth,0,01aa6e56-c2ca-4a06-8404-57c7f8df8e94.achievement.json,01aa6e56-c2ca-4a06-8404-57c7f8df8e94,1645747200000,
7170,25f1a235-a5cb-4bf9-bf38-72c098472c05.binning_data.json,3633915,10000,128,2022-03-12 21:00:00.827,com.sec.android.app.shealth,2022-03-12 21:00:00.827,,1.5862093,5764.15,294.41998,7042,e7FCb+MfnB,com.sec.android.app.shealth,0,25f1a235-a5cb-4bf9-bf38-72c098472c05.achievement.json,25f1a235-a5cb-4bf9-bf38-72c098472c05,1647043200000,
16295,bb255933-a990-4a81-9c29-99d3026475a4.binning_data.json,8444728,10000,99,2022-03-23 21:00:01.233,com.sec.android.app.shealth,2022-03-23 21:00:01.233,,1.5146468,12790.779,656.29,16196,e7FCb+MfnB,com.sec.android.app.shealth,0,bb255933-a990-4a81-9c29-99d3026475a4.achievement.json,bb255933-a990-4a81-9c29-99d3026475a4,1647993600000,
7550,67d95e50-add2-48c2-913b-1be0c2afc219.binning_data.json,3590893,10000,308,2022-02-26 21:00:10.288,com.sec.android.app.shealth,2022-02-23 22:30:30.749,67d95e50-add2-48c2-913b-1be0c2afc219.source_info.json,1.7450197,6266.18,319.47998,7242,VfS0qUERdZ,com.sec.android.app.shealth,0,67d95e50-add2-48c2-913b-1be0c2afc219.achievement.json,67d95e50-add2-48c2-913b-1be0c2afc219,1645660800000,
16156,96dd1983-f4f6-4a11-879c-20855fcdcc08.binning_data.json,8353275,10000,93,2022-03-16 21:00:00.797,com.sec.android.app.shealth,2022-03-16 21:00:00.797,,1.536778,12837.13,656.57996,16063,e7FCb+MfnB,com.sec.android.app.shealth,0,96dd1983-f4f6-4a11-879c-20855fcdcc08.achievement.json,96dd1983-f4f6-4a11-879c-20855fcdcc08,1647388800000,
6946,898dfb8a-3ac2-4b6a-8b9b-885cff655464.binning_data.json,3537935,10000,112,2022-03-01 21:00:02.173,com.sec.android.app.shealth,2022-02-28 21:02:44.637,898dfb8a-3ac2-4b6a-8b9b-885cff655464.source_info.json,1.5768151,5578.67,286.0,6834,VfS0qUERdZ,com.sec.android.app.shealth,0,898dfb8a-3ac2-4b6a-8b9b-885cff655464.achievement.json,898dfb8a-3ac2-4b6a-8b9b-885cff655464,1646092800000,
9692,d6d99d73-a114-4ce8-a5b9-bd4a75fa33c7.binning_data.json,4947511,10000,52,2022-02-28 20:59:14.238,com.sec.android.app.shealth,2022-02-27 22:03:41.302,d6d99d73-a114-4ce8-a5b9-bd4a75fa33c7.source_info.json,1.5702965,7769.06,397.82,9640,VfS0qUERdZ,com.sec.android.app.shealth,0,d6d99d73-a114-4ce8-a5b9-bd4a75fa33c7.achievement.json,d6d99d73-a114-4ce8-a5b9-bd4a75fa33c7,1646006400000,
8617,7a695e98-e010-48cc-938f-d20f26c012ec.binning_data.json,4411462,10000,72,2022-03-15 21:00:03.904,com.sec.android.app.shealth,2022-03-15 21:00:03.904,,1.555491,6861.9897,349.00998,8545,e7FCb+MfnB,com.sec.android.app.shealth,0,7a695e98-e010-48cc-938f-d20f26c012ec.achievement.json,7a695e98-e010-48cc-938f-d20f26c012ec,1647302400000,
13445,8239bc01-2cbf-459c-a2da-4254784147d5.binning_data.json,6748944,10000,130,2022-03-04 21:00:01.269,com.sec.android.app.shealth,2022-03-03 21:03:27.588,,1.6044776,10828.53,549.45,13315,e7FCb+MfnB,com.sec.android.app.shealth,0,8239bc01-2cbf-459c-a2da-4254784147d5.achievement.json,8239bc01-2cbf-459c-a2da-4254784147d5,1646352000000,
14690,e6f2a945-73e4-413e-8458-af9ea5f024d2.binning_data.json,7632569,10000,112,2022-03-19 21:00:01.850,com.sec.android.app.shealth,2022-03-19 21:00:01.850,,1.5169243,11578.029,593.74,14578,e7FCb+MfnB,com.sec.android.app.shealth,0,e6f2a945-73e4-413e-8458-af9ea5f024d2.achievement.json,e6f2a945-73e4-413e-8458-af9ea5f024d2,1647648000000,
13077,f663198f-26d6-43c9-ace5-3cbb9a478738.binning_data.json,6429589,10000,20,2022-03-26 21:00:01.427,com.sec.android.app.shealth,2022-03-26 21:00:01.427,,1.6120373,10364.739,523.23,13057,e7FCb+MfnB,com.sec.android.app.shealth,0,f663198f-26d6-43c9-ace5-3cbb9a478738.achievement.json,f663198f-26d6-43c9-ace5-3cbb9a478738,1648252800000,
7887,c0e9e81e-cd12-4b15-ba11-2b089b757cd2.binning_data.json,4018451,10000,11,2022-03-18 21:00:01.039,com.sec.android.app.shealth,2022-03-18 21:00:01.039,,1.5510451,6232.8,315.86,7876,e7FCb+MfnB,com.sec.android.app.shealth,0,c0e9e81e-cd12-4b15-ba11-2b089b757cd2.achievement.json,c0e9e81e-cd12-4b15-ba11-2b089b757cd2,1647561600000,
16021,d0310e05-9fd4-48a1-822b-a16f104f0793.binning_data.json,8326716,10000,121,2022-02-27 20:11:01.251,com.sec.android.app.shealth,2022-02-26 21:19:28.668,d0310e05-9fd4-48a1-822b-a16f104f0793.source_info.json,1.5233952,12684.88,647.63995,15900,VfS0qUERdZ,com.sec.android.app.shealth,0,d0310e05-9fd4-48a1-822b-a16f104f0793.achievement.json,d0310e05-9fd4-48a1-822b-a16f104f0793,1645920000000,
10537,57b27ac5-7bc1-460b-8c2f-b2c542d9f7b3.binning_data.json,5477659,10000,48,2022-03-29 21:00:01.226,com.sec.android.app.shealth,2022-03-29 21:00:01.226,,1.5186304,8318.539,426.86,10489,e7FCb+MfnB,com.sec.android.app.shealth,0,57b27ac5-7bc1-460b-8c2f-b2c542d9f7b3.achievement.json,57b27ac5-7bc1-460b-8c2f-b2c542d9f7b3,1648512000000,
6956,f90fcb8e-cf6a-437d-9beb-44ec907b22c3.binning_data.json,3602247,10000,47,2022-03-04 21:00:01.930,com.sec.android.app.shealth,2022-03-02 21:05:00.080,f90fcb8e-cf6a-437d-9beb-44ec907b22c3.source_info.json,1.5296062,5510.02,280.53998,6909,VfS0qUERdZ,com.sec.android.app.shealth,0,f90fcb8e-cf6a-437d-9beb-44ec907b22c3.achievement.json,f90fcb8e-cf6a-437d-9beb-44ec907b22c3,1646265600000,
25286,ae5a0043-8baf-44ef-863e-db8724e553c6.binning_data.json,13037095,10000,133,2022-03-07 20:40:43.333,com.sec.android.app.shealth,2022-03-06 21:17:00.375,ae5a0043-8baf-44ef-863e-db8724e553c6.source_info.json,1.5313296,19964.09,1016.42993,25153,VfS0qUERdZ,com.sec.android.app.shealth,0,ae5a0043-8baf-44ef-863e-db8724e553c6.achievement.json,ae5a0043-8baf-44ef-863e-db8724e553c6,1646611200000,
20550,97291448-876b-4c7d-aba2-d31223a0dde8.binning_data.json,11440091,10000,39,2022-03-22 21:00:01.434,com.sec.android.app.shealth,2022-03-22 21:00:01.434,,1.3894374,15895.29,825.25,20511,e7FCb+MfnB,com.sec.android.app.shealth,0,97291448-876b-4c7d-aba2-d31223a0dde8.achievement.json,97291448-876b-4c7d-aba2-d31223a0dde8,1647907200000,
