com.samsung.shealth.activity.day_summary,6221053,3
step_count,active_time,target,others_time,update_time,create_time,goal,longest_active_time,score,distance,calorie,extra_data,deviceuuid,run_time,pkg_name,walk_time,longest_idle_time,datauuid,day_time
6956,4220386,90,0,2022-03-03 21:03:27.907,2022-03-02 21:00:00.616,-1,240000,77,5510.02,280.53995,b97a0eb7-f971-473f-9089-ebd610673149.extra_data.json,e7FCb+MfnB,18426,com.sec.android.app.shealth,4201960,33840000,b97a0eb7-f971-473f-9089-ebd610673149,1646265600000,
7945,4765329,90,0,2022-03-02 20:39:41.628,2022-03-01 21:00:01.068,-1,747000,87,6390.884,324.23703,7a159892-a94f-42e0-8f89-30ecca660331.extra_data.json,e7FCb+MfnB,12217,com.sec.android.app.shealth,4753112,31980000,7a159892-a94f-42e0-8f89-30ecca660331,1646179200000,
2560,1396321,90,0,2022-02-23 16:30:34.477,2022-02-22 21:00:00.496,-1,540000,25,2049.5698,102.999985,e1b1d0f4-9d56-41b2-8eab-1b7dfba11b58.extra_data.json,e7FCb+MfnB,4799,com.sec.android.app.shealth,1391522,36420000,e1b1d0f4-9d56-41b2-8eab-1b7dfba11b58,1645574400000,
13445,8389726,90,0,2022-03-04 20:55:52.937,2022-03-03 21:00:00.410,-1,900000,153,10952.397,555.73016,52f0399c-1462-4f40-bae6-ace642399253.extra_data.json,e7FCb+MfnB,49973,com.sec.android.app.shealth,8339753,24060000,52f0399c-1462-4f40-bae6-ace642399253,1646352000000,
0,0,90,0,2022-01-15 10:11:21.666,2022-01-15 10:11:21.666,-1,0,0,0.0,0.0,ac1d2683-9197-47f2-803c-27a1bc8f1ebc.extra_data.json,e7FCb+MfnB,0,com.sec.android.app.shealth,0,-1,ac1d2683-9197-47f2-803c-27a1bc8f1ebc,1641772800000,
8461,5047790,90,0,2022-03-08 20:17:18.021,2022-03-07 21:00:00.578,-1,540000,92,6774.5103,344.01,6c962287-7fdd-4927-a89f-c68001a7ce5e.extra_data.json,e7FCb+MfnB,23301,com.sec.android.app.shealth,5024489,25020000,6c962287-7fdd-4927-a89f-c68001a7ce5e,1646697600000,
20788,12408459,90,0,2022-01-22 21:02:37.947,2022-01-21 21:00:00.940,-1,1062000,228,16531.355,844.7831,e09bd942-1d78-4cda-8718-81282e250e98.extra_data.json,e7FCb+MfnB,45565,com.sec.android.app.shealth,12362894,29820000,e09bd942-1d78-4cda-8718-81282e250e98,1642809600000,
16639,9970559,90,0,2022-03-09 19:27:25.042,2022-03-08 21:00:00.566,-1,1800000,183,13089.833,674.97797,c96fb97c-a2ed-4c8a-976b-4ba716128cb0.extra_data.json,e7FCb+MfnB,11165,com.sec.android.app.shealth,9959394,35040000,c96fb97c-a2ed-4c8a-976b-4ba716128cb0,1646784000000,
7109,4509683,90,0,2022-03-10 20:23:52.649,2022-03-09 21:00:01.163,-1,1380000,82,5643.7427,288.93256,ae909414-8d4b-4a71-b77c-00934b2c965e.extra_data.json,e7FCb+MfnB,30291,com.sec.android.app.shealth,4479392,39000000,ae909414-8d4b-4a71-b77c-00934b2c965e,1646870400000,
6946,4316160,90,0,2022-03-01 21:00:01.226,2022-02-28 21:00:03.446,-1,360000,78,5578.668,286.0,73838189-5ac1-471f-a1f2-af451f4e5226.extra_data.json,e7FCb+MfnB,43107,com.sec.android.app.shealth,4273053,24300000,73838189-5ac1-471f-a1f2-af451f4e5226,1646092800000,
