com.samsung.shealth.social.public_challenge.detail,6221053,1
status,update_time,create_time,body,pcid,deviceuuid,pkg_name,last_sync_time,datauuid
0,2022-01-24 12:02:20.432,2022-01-17 15:57:15.819,decc6d73-a64b-4aac-88e2-59d15b497379.body.json,22010001,e7FCb+MfnB,com.sec.android.app.shealth,1643025734760,decc6d73-a64b-4aac-88e2-59d15b497379,
