com.samsung.shealth.social.public_challenge,6221053,1
update_time,create_time,body,deviceuuid,pkg_name,last_sync_time,datauuid
2022-02-17 17:55:31.787,2022-01-15 10:11:40.407,f8b6d604-1158-467a-b912-1bacdfebdc5d.body.json,e7FCb+MfnB,com.sec.android.app.shealth,1645120531764,f8b6d604-1158-467a-b912-1bacdfebdc5d,
