com.samsung.shealth.tracker.pedometer_step_count,6221053,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
57381,4,17,115,2022-07-23 13:02:00.000,,,2022-07-23 13:11:03.090,2022-07-23 13:11:03.090,132,1.9722222,113.17,5.97,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 13:03:00.000,3ba40212-018d-439a-a3eb-84e098949863,
57317,4,0,112,2022-07-22 18:39:00.000,,,2022-07-22 18:42:48.390,2022-07-22 18:39:20.829,112,1.5400143,88.270004,4.4799995,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-22 18:40:00.000,6f0873c2-10a5-4efb-8905-c1fe57a3c2df,
10395,4,1,18,2022-07-23 23:27:00.000,,,2022-07-23 23:32:27.982,2022-07-23 23:32:27.982,19,1.5833334,16.46,0.91,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 23:28:00.000,a09b3e58-8256-4cd9-b096-3ef0ec541e27,
39913,4,3,73,2022-07-21 19:03:00.000,,,2022-07-21 19:03:59.612,2022-07-21 19:03:38.799,76,1.8547498,74.03003,4.0899987,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-21 19:04:00.000,bda29c30-09c6-482c-8bf8-28cf5169b980,
58923,4,0,112,2022-07-23 15:04:00.000,,,2022-07-23 15:07:24.274,2022-07-23 15:04:00.695,112,1.483623,87.420006,4.48,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 15:05:00.000,98beb7de-cd97-4f62-a145-cf2f324c7adc,
43724,4,0,87,2022-07-21 20:03:00.000,,,2022-07-21 20:04:24.288,2022-07-21 20:04:24.288,87,1.6388888,71.66,3.67,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-21 20:04:00.000,4d84bd15-8794-4bd1-91a7-79374d8c8c3c,
58828,4,0,108,2022-07-23 15:05:00.000,,,2022-07-23 15:07:24.479,2022-07-23 15:07:24.479,108,1.4166666,83.34,4.32,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 15:06:00.000,196eb462-586a-4e31-a8ff-c740b3afa92a,
36056,4,0,72,2022-07-23 13:03:00.000,,,2022-07-23 13:11:03.140,2022-07-23 13:11:03.140,72,1.5833334,57.09,2.85,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 13:04:00.000,07f5bb92-0257-4e26-975d-bc1364c62488,
58920,4,0,108,2022-07-23 15:06:00.000,,,2022-07-23 15:07:24.570,2022-07-23 15:07:24.570,108,1.4166666,83.47,4.32,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 15:07:00.000,f4958bdb-777d-439c-b91f-b88e733fe22f,
55540,4,0,116,2022-07-21 19:10:00.000,,,2022-07-21 19:10:59.588,2022-07-21 19:10:20.645,116,1.6695836,92.73008,4.5899987,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-21 19:11:00.000,f4b4b225-4e1d-4d0f-90a3-22da90e2810d,
10439,4,0,21,2022-07-23 13:04:00.000,,,2022-07-23 13:11:03.211,2022-07-23 13:11:03.211,21,1.6111113,16.82,0.81,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 13:05:00.000,f89331ff-1814-4ec4-a01e-021ed45e3de5,
57012,4,0,114,2022-07-22 18:40:00.000,,,2022-07-22 18:42:48.479,2022-07-22 18:42:48.479,114,1.5833334,90.27,4.56,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-22 18:41:00.000,9b83c3ba-5aed-4b49-b60c-5f245d79f5a5,
15627,4,0,35,2022-07-24 13:09:00.000,,,2022-07-24 13:11:43.058,2022-07-24 13:11:43.058,35,1.8333334,28.65,1.39,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-24 13:10:00.000,4e1f1112-e00a-4126-9364-a4d4cd6bf5a7,
6595,4,0,13,2022-07-23 13:05:00.000,,,2022-07-23 13:11:03.304,2022-07-23 13:11:03.304,13,1.5555556,10.26,0.49,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 13:06:00.000,c3eb6113-69f2-4dff-a48c-12d124dbc34f,
54342,4,30,91,2022-07-21 20:04:00.000,,,2022-07-21 20:04:59.957,2022-07-21 20:04:24.372,121,1.9658453,106.82993,5.9999976,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-21 20:05:00.000,2014d86b-d79b-4f50-9d71-c3401817152c,
57812,4,0,114,2022-07-22 18:41:00.000,,,2022-07-22 18:42:48.570,2022-07-22 18:42:48.570,114,1.5555556,89.93,4.56,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-22 18:42:00.000,ea6bd575-5e57-470c-bd49-11e81d3141a7,
16257,4,0,32,2022-07-23 23:29:00.000,,,2022-07-23 23:32:28.038,2022-07-23 23:32:28.038,32,1.5555556,25.29,1.22,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 23:30:00.000,41e720b8-5860-4b8b-81fe-934b91be7ac4,
32326,4,5,63,2022-07-23 13:06:00.000,,,2022-07-23 13:11:03.377,2022-07-23 13:11:03.377,68,1.7777778,57.47,3.03,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 13:07:00.000,0c1b73c7-8205-4d9e-af2b-4e78a7ecdf01,
19350,4,0,43,2022-07-24 13:11:00.000,,,2022-07-24 13:13:16.768,2022-07-24 13:11:43.144,43,1.8045839,34.920002,1.6800001,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-24 13:12:00.000,49052f29-cc51-4a52-93cd-266b74825052,
35706,4,0,66,2022-07-23 15:07:00.000,,,2022-07-23 15:07:58.412,2022-07-23 15:07:24.680,66,1.4381213,51.35,2.6199994,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 15:08:00.000,98f508c9-73d2-47cb-b373-b912cbf64826,
56095,4,0,116,2022-07-22 18:42:00.000,,,2022-07-22 18:52:00.241,2022-07-22 18:42:48.851,116,1.6518266,92.66001,4.63,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-22 18:43:00.000,e19baafc-e583-40f8-83e8-b0968980e007,
48712,4,1,96,2022-07-23 13:07:00.000,,,2022-07-23 13:11:03.447,2022-07-23 13:11:03.447,97,1.6944444,82.54,4.32,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 13:08:00.000,2243ab62-550e-409b-acda-cf93b0e3391f,
49417,4,17,95,2022-07-24 13:12:00.000,,,2022-07-24 13:13:16.865,2022-07-24 13:13:16.865,112,1.9444444,96.09,5.12,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-24 13:13:00.000,9e067d4a-dca8-436a-94c9-8507ccd93846,
34461,4,0,52,2022-07-23 15:08:00.000,,,2022-07-23 15:08:59.884,2022-07-23 15:08:14.371,52,1.1067364,38.139988,2.0099995,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 15:09:00.000,82efd903-dc5a-45fe-8808-3d5e99587851,
56538,4,0,113,2022-07-22 18:43:00.000,,,2022-07-22 18:52:00.368,2022-07-22 18:52:00.368,113,1.5833334,89.52,4.52,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-22 18:44:00.000,8d97acf3-d16f-4441-b6c9-f3aa56f0aa3c,
58224,4,0,110,2022-07-21 20:05:00.000,,,2022-07-21 20:05:59.910,2022-07-21 20:05:00.669,110,1.4682789,85.489975,4.389997,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-21 20:06:00.000,58a9ab2b-7f38-4cfa-a40a-a26b44275f22,
55843,4,0,113,2022-07-23 13:08:00.000,,,2022-07-23 13:11:03.496,2022-07-23 13:11:03.496,113,1.6111112,89.97,4.48,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 13:09:00.000,44c5bacc-2e15-42fd-bbda-369d78a66d63,
55243,4,0,121,2022-07-24 13:13:00.000,,,2022-07-24 13:13:59.880,2022-07-24 13:13:16.947,121,1.7761354,98.119995,4.8399997,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-24 13:14:00.000,933d60ff-c4e3-4176-bd7f-3e493c1fba73,
51739,4,0,86,2022-07-23 15:09:00.000,,,2022-07-23 15:09:57.146,2022-07-23 15:09:00.829,86,1.2501141,64.68,3.4399989,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 15:10:00.000,f1f0adcd-e3ce-4d26-9a4e-df69ba50de55,
12757,4,0,25,2022-07-23 23:30:00.000,,,2022-07-23 23:32:28.087,2022-07-23 23:32:28.087,25,1.5277778,19.49,0.96,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 23:31:00.000,57065ca8-2f2e-4fee-a29e-3ea75c84a108,
54518,4,0,112,2022-07-22 18:44:00.000,,,2022-07-22 18:52:00.470,2022-07-22 18:52:00.470,112,1.6388888,89.35,4.47,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-22 18:45:00.000,2e73d0e4-0c9a-4572-82a2-27edd0ce2645,
39015,4,0,67,2022-07-23 15:10:00.000,,,2022-07-23 15:10:59.490,2022-07-23 15:10:08.023,67,1.301285,50.77,2.5899997,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 15:11:00.000,5caefc1e-e8cb-4d44-ac21-ecb17052f5a5,
60000,4,0,121,2022-07-23 13:09:00.000,,,2022-07-23 13:11:03.562,2022-07-23 13:11:03.562,121,1.6018333,96.11,4.84,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 13:10:00.000,92ed4bfe-2c49-44c9-8aec-232e941acb63,
59021,4,0,130,2022-07-24 13:14:00.000,,,2022-07-24 13:15:00.931,2022-07-24 13:14:00.490,130,1.7901976,105.65998,5.1999993,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-24 13:15:00.000,365205ae-ae7d-4758-a1fe-0552928d30c8,
37452,4,0,78,2022-07-22 18:45:00.000,,,2022-07-22 18:52:00.558,2022-07-22 18:52:00.558,78,1.6666666,62.42,3.09,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-22 18:46:00.000,b90c1bdd-0bca-4615-b73c-0795bf5c762d,
60000,4,0,122,2022-07-23 13:10:00.000,,,2022-07-23 13:11:03.633,2022-07-23 13:11:03.633,122,1.6168333,97.01,4.88,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 13:11:00.000,5f07b9c3-59ac-4fd7-b24d-e82586ec79f1,
57163,4,0,128,2022-07-24 13:15:00.000,,,2022-07-24 13:17:05.486,2022-07-24 13:17:05.486,128,1.8333334,104.8,5.12,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-24 13:16:00.000,bd7b0fec-1e78-4f8d-b86e-311d41a7c6f7,
60000,4,0,105,2022-07-23 15:11:00.000,,,2022-07-23 15:12:21.032,2022-07-23 15:11:00.205,105,1.3346666,80.08,4.1899996,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 15:12:00.000,23d769e3-f957-4b42-bbce-b42ac7282179,
57247,4,0,106,2022-07-21 20:06:00.000,,,2022-07-21 20:06:59.691,2022-07-21 20:06:00.505,106,1.4273216,81.709946,4.2399974,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-21 20:07:00.000,db7879b8-7009-4f08-a4d6-20f9e001c8b0,
57498,4,0,120,2022-07-22 18:46:00.000,,,2022-07-22 18:52:00.611,2022-07-22 18:52:00.611,120,1.6666666,95.83,4.8,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-22 18:47:00.000,08bacf75-24a4-4e82-b8b3-0a748b221993,
9676,4,5,17,2022-07-23 15:12:00.000,,,2022-07-23 15:12:44.753,2022-07-23 15:12:21.143,22,2.0472724,19.81,1.1999999,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 15:13:00.000,947cfde8-a009-4e12-87bd-b607f40abdc2,
59838,4,0,124,2022-07-23 13:11:00.000,,,2022-07-23 13:15:01.015,2022-07-23 13:11:03.688,124,1.6567937,99.14001,4.96,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 13:12:00.000,0d761191-358b-4d58-972b-dcdbd46c59e0,
17888,4,0,33,2022-07-23 23:31:00.000,,,2022-07-23 23:32:28.132,2022-07-23 23:32:28.132,33,1.5277778,27.33,1.5,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 23:32:00.000,198b29c5-8b28-489a-965f-170f7b85adfd,
57653,4,0,122,2022-07-22 18:47:00.000,,,2022-07-22 18:52:00.680,2022-07-22 18:52:00.680,122,1.6944444,97.69,4.88,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-22 18:48:00.000,c03dafcd-b225-4ec9-bf45-4f475af47ea9,
59420,4,12,123,2022-07-24 13:16:00.000,,,2022-07-24 13:17:05.658,2022-07-24 13:17:05.658,135,1.9166666,113.89,5.82,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-24 13:17:00.000,d7b5f915-6c47-4e03-a7ab-e7a47fb806db,
33066,4,0,70,2022-07-23 13:12:00.000,,,2022-07-23 13:15:01.130,2022-07-23 13:15:01.130,70,1.6944443,56.03,2.8,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 13:13:00.000,010a64ef-a628-47e7-8e9d-7c531d7cda98,
3782,4,0,8,2022-07-23 15:34:00.000,,,2022-07-23 15:34:04.231,2022-07-23 15:34:03.535,8,1.6071925,6.08,0.29999998,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 15:35:00.000,ff1128ba-e644-4076-adc9-8c7ae3cf2f6a,
57133,4,0,121,2022-07-22 18:48:00.000,,,2022-07-22 18:52:00.760,2022-07-22 18:52:00.760,121,1.6944444,96.81,4.84,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-22 18:49:00.000,2eb9e2ba-59f2-4604-aa2a-8747815e6a07,
58186,4,0,101,2022-07-21 20:07:00.000,,,2022-07-21 20:07:59.471,2022-07-21 20:07:00.414,101,1.319894,76.800026,4.0199976,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-21 20:08:00.000,a522c597-2cbd-4fc7-80ea-477ae0d6c70e,
58264,4,0,129,2022-07-24 13:17:00.000,,,2022-07-24 13:20:53.218,2022-07-24 13:17:05.730,129,1.8016241,104.96998,5.1599994,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-24 13:18:00.000,dae3e4d0-7edd-4720-806b-9e612e505ad0,
11264,4,0,22,2022-07-23 13:13:00.000,,,2022-07-23 13:15:01.220,2022-07-23 13:15:01.220,22,1.5277778,17.21,0.81,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 13:14:00.000,95b7dfc6-8c7c-4773-9a5b-aba75a7bd7c9,
4052,4,0,6,2022-07-23 15:55:00.000,,,2022-07-23 15:55:05.123,2022-07-23 15:55:05.123,6,1.0833334,4.39,0.22,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 15:56:00.000,2b64449a-22bc-4426-b1a0-4f7cdb39cd76,
58098,4,0,121,2022-07-22 18:49:00.000,,,2022-07-22 18:52:00.815,2022-07-22 18:52:00.815,121,1.6666666,96.83,4.84,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-22 18:50:00.000,ba27bf75-1e67-4930-9cc9-b1056b952270,
50974,4,0,109,2022-07-24 13:18:00.000,,,2022-07-24 13:20:53.310,2022-07-24 13:20:53.310,109,1.7222222,87.79,4.35,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-24 13:19:00.000,7fc108a4-c88a-4652-b41d-29b751c653db,
5526,4,0,8,2022-07-23 23:32:00.000,,,2022-07-23 23:34:01.118,2022-07-23 23:32:30.846,8,1.0658554,5.89,0.31,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 23:33:00.000,9a3271a8-b661-4ab7-a0f1-59bc6c968024,
12281,4,0,26,2022-07-23 13:15:00.000,,,2022-07-23 13:35:01.066,2022-07-23 13:35:01.066,26,1.6944444,20.81,1.01,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 13:16:00.000,855bd11d-d94c-4216-8b4e-3bec324cab2c,
27381,4,5,56,2022-07-23 16:11:00.000,,,2022-07-23 16:13:23.760,2022-07-23 16:13:23.760,61,1.8611112,50.96,2.59,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 16:12:00.000,e64a1bbd-cbc7-47f8-a631-d4ba2f77da77,
54773,4,0,116,2022-07-22 18:50:00.000,,,2022-07-22 18:52:00.878,2022-07-22 18:52:00.878,116,1.6944444,92.81,4.61,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-22 18:51:00.000,2d281928-cb25-4865-a054-022580634696,
57476,4,8,121,2022-07-24 13:19:00.000,,,2022-07-24 13:20:53.384,2022-07-24 13:20:53.384,129,1.8611112,106.97,5.39,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-24 13:20:00.000,e3e2c223-5ddd-411c-bb1c-1b3fa8e0ea5d,
55698,4,21,97,2022-07-23 16:12:00.000,,,2022-07-23 16:13:23.896,2022-07-23 16:13:23.896,118,1.7777778,99.02,5.4,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 16:13:00.000,3ffc4c52-b7b7-459e-99be-d96f9b4b46df,
8856,4,0,19,2022-07-23 13:16:00.000,,,2022-07-23 13:35:01.138,2022-07-23 13:35:01.138,19,1.6666666,14.76,0.69,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 13:17:00.000,b0979795-05e9-4fac-9398-e33a3dbaa0bf,
54415,4,0,89,2022-07-21 20:08:00.000,,,2022-07-21 20:08:59.530,2022-07-21 20:08:00.207,89,1.2250127,66.66,3.5199978,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-21 20:09:00.000,10141278-5475-45d1-a702-eedfe8025844,
56142,4,0,117,2022-07-22 18:51:00.000,,,2022-07-22 18:52:00.955,2022-07-22 18:52:00.955,117,1.6666666,93.57,4.68,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-22 18:52:00.000,745ac162-51c2-4922-95ba-8d48190da0e1,
57948,4,0,135,2022-07-24 13:20:00.000,,,2022-07-24 13:20:59.666,2022-07-24 13:20:53.457,135,1.9217192,111.36002,5.3999996,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-24 13:21:00.000,9044a33f-247b-4c50-89c7-d5cd0f2ecc4e,
25969,4,0,59,2022-07-23 13:18:00.000,,,2022-07-23 13:35:01.202,2022-07-23 13:35:01.202,59,2.0277777,52.66,2.71,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 13:19:00.000,ff20f70e-e417-4740-b854-24c58dafa68f,
55982,4,0,114,2022-07-23 16:13:00.000,,,2022-07-23 16:15:01.045,2022-07-23 16:13:24.070,114,1.620683,90.729996,4.5599995,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 16:14:00.000,dc130216-89e7-43f8-a268-921c0afa484b,
30839,4,0,59,2022-07-23 23:34:00.000,,,2022-07-23 23:35:00.658,2022-07-23 23:34:02.367,59,1.5055588,46.43,2.26,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 23:35:00.000,e9137a1c-ec4d-4283-886a-9acf2b945486,
56799,4,0,110,2022-07-22 18:52:00.000,,,2022-07-22 18:52:59.600,2022-07-22 18:52:01.244,110,1.5195683,86.30999,4.399997,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-22 18:53:00.000,4cabeac6-983f-432b-8dd9-606543e7fd42,
59333,4,0,135,2022-07-24 13:21:00.000,,,2022-07-24 13:22:31.581,2022-07-24 13:21:00.223,135,1.8663898,110.74,5.3999996,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-24 13:22:00.000,69e277f5-d7ca-48bf-b350-984a4ed9ed2f,
38832,4,0,75,2022-07-23 13:19:00.000,,,2022-07-23 13:35:01.293,2022-07-23 13:35:01.293,75,1.4722222,57.17,2.83,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 13:20:00.000,1be1962a-c831-4825-9284-7ea529c077ba,
56423,4,0,111,2022-07-23 16:14:00.000,,,2022-07-23 16:15:01.143,2022-07-23 16:15:01.143,111,1.5555556,87.77,4.44,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 16:15:00.000,bd73d13a-73e4-4c5a-b042-4d433b41f133,
38764,4,0,60,2022-07-21 20:09:00.000,,,2022-07-21 20:10:54.574,2022-07-21 20:09:05.973,60,1.1523519,44.669994,2.3199995,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-21 20:10:00.000,5d8f9f74-256a-44d2-a4cb-29f576946bde,
59046,4,0,107,2022-07-22 18:53:00.000,,,2022-07-22 18:53:59.459,2022-07-22 18:53:00.237,107,1.3963473,82.450005,4.2799973,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-22 18:54:00.000,a0f065ca-efc3-4d89-a2c1-553f0a1294a2,
56773,4,0,124,2022-07-24 13:22:00.000,,,2022-07-24 13:23:08.787,2022-07-24 13:22:31.704,124,1.76842,100.4,4.9499993,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-24 13:23:00.000,805a1ce4-7148-42e3-b9b3-854caab3fd68,
40223,4,0,76,2022-07-23 13:20:00.000,,,2022-07-23 13:35:01.381,2022-07-23 13:35:01.381,76,1.4444444,58.1,2.93,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 13:21:00.000,4a437a90-0b5a-4624-a899-4a0704698976,
57976,4,0,112,2022-07-23 16:15:00.000,,,2022-07-23 16:22:23.764,2022-07-23 16:15:08.102,112,1.512004,87.66001,4.4699993,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 16:16:00.000,303514d7-f1e1-4ba3-9b8d-0ee43a1ff07c,
42945,4,0,79,2022-07-22 18:54:00.000,,,2022-07-22 18:55:00.865,2022-07-22 18:54:00.092,79,1.4178493,60.890007,3.1399999,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-22 18:55:00.000,e1ced5a2-41bc-46f1-b28f-659ed1d15127,
13691,4,0,31,2022-07-23 23:35:00.000,,,2022-07-23 23:35:56.912,2022-07-23 23:35:12.362,31,1.8354805,25.130005,1.1999999,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 23:36:00.000,2754f475-8e22-4cee-873a-c08f0a4b3d6d,
30591,4,0,59,2022-07-24 13:23:00.000,,,2022-07-24 13:24:00.601,2022-07-24 13:23:08.874,59,1.5141418,46.32,2.33,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-24 13:24:00.000,67b27e81-a3e5-40b5-a7c2-85f494205876,
54346,4,0,95,2022-07-23 13:21:00.000,,,2022-07-23 13:35:01.452,2022-07-23 13:35:01.452,95,1.4444444,78.5,4.04,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 13:22:00.000,49edddab-3291-494a-a427-536eb0d655e8,
56473,4,0,108,2022-07-23 16:16:00.000,,,2022-07-23 16:22:23.859,2022-07-23 16:22:23.859,108,1.5,84.71,4.28,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 16:17:00.000,38c78a6d-8af5-427a-840b-95d8beae5521,
6248,4,0,15,2022-07-21 20:34:00.000,,,2022-07-21 20:35:01.036,2022-07-21 20:35:01.036,15,1.9444444,12.15,0.54,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-21 20:35:00.000,7653f787-473f-426f-b7d9-26a6b0a99039,
54730,4,0,111,2022-07-22 18:55:00.000,,,2022-07-22 19:05:19.804,2022-07-22 18:55:38.907,111,1.6126204,88.26,4.4399996,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-22 18:56:00.000,b0ef3d4c-87f1-49bc-a1a0-612c068bf8d5,
5862,4,0,9,2022-07-24 13:24:00.000,,,2022-07-24 13:26:17.063,2022-07-24 13:26:17.063,9,1.1666666,6.84,0.33,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-24 13:25:00.000,824bc6e2-9e12-4463-acad-8fd2b81c1f1c,
54257,4,0,101,2022-07-23 13:22:00.000,,,2022-07-23 13:35:01.506,2022-07-23 13:35:01.506,101,1.5555556,84.4,4.3,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 13:23:00.000,ebc50f84-7699-42e2-8394-ea2e6038af24,
58917,4,0,116,2022-07-23 16:17:00.000,,,2022-07-23 16:22:23.961,2022-07-23 16:22:23.961,116,1.5555556,91.65,4.64,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 16:18:00.000,45c8d3d7-673b-4653-b1a4-9b277ea75909,
55537,4,0,114,2022-07-22 18:56:00.000,,,2022-07-22 19:05:19.925,2022-07-22 19:05:19.925,114,1.6388888,91.02,4.56,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-22 18:57:00.000,6d7922a5-ff6c-432c-8e9b-7d0c437030b3,
15532,4,0,27,2022-07-23 23:36:00.000,,,2022-07-23 23:39:28.523,2022-07-23 23:39:28.523,27,1.3333334,20.71,1.02,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 23:37:00.000,93f48fc8-d72d-4f0d-b1d3-a70ec047f002,
13376,4,0,25,2022-07-23 13:23:00.000,,,2022-07-23 13:35:01.571,2022-07-23 13:35:01.571,25,1.4166666,18.95,0.95,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 13:24:00.000,947d320d-6e3b-40e8-8085-49b9a97a6d5e,
6580,4,2,10,2022-07-24 13:25:00.000,,,2022-07-24 13:26:17.274,2022-07-24 13:26:17.274,12,1.8888888,12.43,0.82,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-24 13:26:00.000,331da93f-8e34-43ec-b6c7-76feb3369541,
40004,4,0,80,2022-07-23 16:18:00.000,,,2022-07-23 16:22:24.044,2022-07-23 16:22:24.044,80,1.5833334,63.34,3.2,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-23 16:19:00.000,7967ee16-2d32-4364-8842-4fc61371577a,
56450,4,0,113,2022-07-22 18:57:00.000,,,2022-07-22 19:05:20.027,2022-07-22 19:05:20.027,113,1.5833334,89.38,4.52,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-22 18:58:00.000,df724657-a8a9-4e8c-9285-a8ac90266a95,
54020,4,0,101,2022-07-21 20:35:00.000,,,2022-07-21 20:35:59.705,2022-07-21 20:35:43.896,101,1.4522167,78.44999,3.9899988,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-07-21 20:36:00.000,859c3880-9dd8-4e2a-8080-e179eb8b7ac5,
