com.samsung.shealth.tracker.pedometer_step_count,6221053,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
6415,4,0,15,2022-08-05 15:54:00.000,,,2022-08-05 15:55:00.646,2022-08-05 15:55:00.646,15,2.0,12.83,0.59,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 15:55:00.000,6dedae4c-981e-4645-9c0c-91409e619d12,
27155,4,28,39,2022-08-06 15:05:00.000,,,2022-08-06 15:05:32.387,2022-08-06 15:05:31.205,67,2.3037663,62.559998,3.6999998,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-06 15:06:00.000,b1a1094d-c8e7-498c-8e74-f3c5ca149dc6,
55573,4,0,114,2022-08-07 10:15:00.000,,,2022-08-07 10:15:59.644,2022-08-07 10:15:00.350,114,1.6306406,90.61994,4.559997,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-07 10:16:00.000,7b355c01-9e60-4c0a-9ae1-ce34d226e4c7,
57886,4,0,119,2022-08-05 09:48:00.000,,,2022-08-05 09:51:17.506,2022-08-05 09:51:17.506,119,1.6388888,94.87,4.76,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 09:49:00.000,2a6ee75e-f808-4734-9fc1-a135316c9030,
9510,4,4,18,2022-08-05 15:57:00.000,,,2022-08-05 16:10:52.124,2022-08-05 16:10:52.124,22,2.5277777,24.04,1.44,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 15:58:00.000,42057c3d-b12d-4794-b247-2b1e459fdfab,
41694,4,17,76,2022-08-06 15:06:00.000,,,2022-08-06 15:15:01.110,2022-08-06 15:15:01.110,93,1.9722222,82.23,4.6,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-06 15:07:00.000,397ea770-1ecc-499a-ac51-3c73d95a74a8,
15342,4,0,33,2022-08-07 06:02:00.000,,,2022-08-07 06:11:46.828,2022-08-07 06:11:46.828,33,1.75,26.85,1.3,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-07 06:03:00.000,15265c8f-0502-442b-82f6-fcf1c9b3839a,
26798,4,0,55,2022-08-05 17:56:00.000,,,2022-08-05 17:56:31.024,2022-08-05 17:56:31.024,55,1.6388888,43.92,2.2,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 17:57:00.000,0c85393b-7ff3-488f-91ef-d6c0c2f258e9,
57103,4,0,116,2022-08-05 09:49:00.000,,,2022-08-05 09:51:17.565,2022-08-05 09:51:17.565,116,1.6111112,92.0,4.64,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 09:50:00.000,b1de9267-537b-4c53-be5f-65ca42dc4cd6,
59805,4,0,118,2022-08-06 15:07:00.000,,,2022-08-06 15:15:01.213,2022-08-06 15:15:01.213,118,1.5555556,93.03,4.72,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-06 15:08:00.000,c9724ef6-017c-4bce-ae1d-3763f3a687ec,
2912,4,4,7,2022-08-05 15:59:00.000,,,2022-08-05 16:10:52.221,2022-08-05 16:10:52.221,11,4.9722223,14.48,1.02,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 16:00:00.000,aa36a365-5a76-43a8-9930-f5d6c734b6bc,
55754,4,0,112,2022-08-07 10:16:00.000,,,2022-08-07 10:16:59.678,2022-08-07 10:16:00.122,112,1.5901846,88.66007,4.479997,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-07 10:17:00.000,81231bbc-f236-4dae-8145-16c8dfa58dd5,
56120,4,9,112,2022-08-05 09:50:00.000,,,2022-08-05 09:51:17.614,2022-08-05 09:51:17.614,121,1.7777778,99.77,5.11,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 09:51:00.000,4543655f-112c-4508-938b-77606d07cbaf,
29539,4,0,61,2022-08-05 17:57:00.000,,,2022-08-05 17:58:26.939,2022-08-05 17:57:13.261,61,1.6462961,48.63,2.34,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 17:58:00.000,dd8d11fc-e847-49fc-b4d9-b9c2ea696068,
58814,4,0,121,2022-08-06 15:08:00.000,,,2022-08-06 15:15:01.312,2022-08-06 15:15:01.312,121,1.6388888,96.39,4.84,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-06 15:09:00.000,eb71e61b-1cc8-48b5-a5c8-4f87f7a0bb7a,
4815,4,1,15,2022-08-05 16:04:00.000,,,2022-08-05 16:10:52.360,2022-08-05 16:10:52.360,16,5.2222223,25.15,1.76,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 16:05:00.000,3ac76143-1a88-4c44-a507-5cfad5b6ddc6,
16048,4,2,35,2022-08-07 06:11:00.000,,,2022-08-07 06:11:46.981,2022-08-07 06:11:46.926,37,2.2518692,36.14,1.9499999,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-07 06:12:00.000,074e50fa-f684-4a7e-940c-e10087898db0,
31357,4,0,60,2022-08-05 17:58:00.000,,,2022-08-05 17:58:59.361,2022-08-05 17:58:27.115,60,1.4966354,46.929996,2.3699996,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 17:59:00.000,6ef6d803-a47a-465c-b2b9-239624ade6a0,
19102,4,1,35,2022-08-05 09:51:00.000,,,2022-08-05 09:51:59.594,2022-08-05 09:51:17.686,36,1.7976485,34.34,1.8599998,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 09:52:00.000,39a42d5a-8d6c-486c-b899-58c0def8da11,
52740,4,2,103,2022-08-06 15:09:00.000,,,2022-08-06 15:15:01.410,2022-08-06 15:15:01.410,105,1.6111112,84.97,4.38,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-06 15:10:00.000,d3abda46-5f12-4405-ba87-b6aa57db2221,
7100,4,3,14,2022-08-05 16:05:00.000,,,2022-08-05 16:10:52.437,2022-08-05 16:10:52.437,17,4.138889,29.39,2.03,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 16:06:00.000,34e0b0b8-b678-4f06-bc9f-4885f309254f,
33161,4,0,45,2022-08-05 09:52:00.000,,,2022-08-05 09:52:59.506,2022-08-05 09:52:00.297,45,0.9746311,32.319996,1.7599999,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 09:53:00.000,b761f7fe-fabc-413b-bcf8-754bab9b4a6e,
1213,4,0,2,2022-08-05 17:59:00.000,,,2022-08-05 17:59:00.705,2022-08-05 17:59:00.177,2,1.235955,1.5,0.08,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 18:00:00.000,55860c8f-56ad-4c0d-a259-2d08d97e65e3,
55253,4,0,109,2022-08-06 15:10:00.000,,,2022-08-06 15:15:01.484,2022-08-06 15:15:01.484,109,1.5555556,85.95,4.36,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-06 15:11:00.000,2d7f8d79-cdc7-40c4-9bee-01a74406215a,
11886,4,4,28,2022-08-05 16:06:00.000,,,2022-08-05 16:10:52.533,2022-08-05 16:10:52.533,32,6.0,71.32,4.86,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 16:07:00.000,51a1bbc7-1fc6-4003-8006-0255a44dc11c,
54821,4,0,112,2022-08-07 10:17:00.000,,,2022-08-07 10:17:59.843,2022-08-07 10:17:00.130,112,1.6263574,89.16007,4.479997,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-07 10:18:00.000,00e30d4d-793b-4d69-88e5-6f8cd09be71a,
47267,4,0,65,2022-08-05 09:53:00.000,,,2022-08-05 09:53:59.547,2022-08-05 09:53:00.277,65,0.9860904,46.609993,2.5299995,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 09:54:00.000,24065466-4299-4ee1-b9be-1bbbdc641056,
8843,4,0,17,2022-08-07 07:04:00.000,,,2022-08-07 07:08:26.593,2022-08-07 07:08:26.593,17,1.4722222,13.02,0.62,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-07 07:05:00.000,c1ad0480-1826-40b5-ae90-4bd0074bb544,
3128,4,1,8,2022-08-05 18:06:00.000,,,2022-08-05 18:06:37.528,2022-08-05 18:06:37.528,9,2.6944444,8.43,0.42,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 18:07:00.000,67c29a6e-2c81-4060-963e-f12564bc1430,
3548,4,5,7,2022-08-05 16:07:00.000,,,2022-08-05 16:10:52.622,2022-08-05 16:10:52.622,12,3.6666667,13.01,0.79,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 16:08:00.000,06ef4c1f-66ff-4c45-8d22-742c50f48715,
49248,4,0,102,2022-08-07 10:18:00.000,,,2022-08-07 10:18:59.810,2022-08-07 10:18:00.247,102,1.6514333,81.33005,4.049998,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-07 10:19:00.000,ee71ef57-4616-4e63-94e5-abe9e506dac1,
6464,4,1,16,2022-08-05 09:54:00.000,,,2022-08-05 09:55:00.324,2022-08-05 09:54:00.166,17,2.0915456,13.52,0.70000005,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 09:55:00.000,8c47b334-e034-4c40-a156-5c62b9feb6d8,
40621,4,0,80,2022-08-05 18:09:00.000,,,2022-08-05 18:09:54.864,2022-08-05 18:09:23.028,80,1.5474596,62.860012,3.1599994,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 18:10:00.000,9184c349-e805-4c83-9a6b-ae0a5aafe5f5,
48534,4,0,101,2022-08-06 15:11:00.000,,,2022-08-06 15:15:06.144,2022-08-06 15:15:06.144,101,1.6666666,80.89,4.0,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-06 15:12:00.000,553de443-fca5-465c-aacd-f17954339d3d,
17495,4,5,32,2022-08-05 16:08:00.000,,,2022-08-05 16:10:52.724,2022-08-05 16:10:52.724,37,2.6944444,47.14,2.93,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 16:09:00.000,e0304727-3452-4231-8c2f-53f84cf97653,
56736,4,0,108,2022-08-07 10:19:00.000,,,2022-08-07 10:19:59.796,2022-08-07 10:19:00.588,108,1.4863489,84.32998,4.3199973,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-07 10:20:00.000,8780be8f-52da-405a-926b-268c7d7855e1,
7401,4,0,15,2022-08-05 09:55:00.000,,,2022-08-05 09:56:27.695,2022-08-05 09:56:27.695,15,1.6388888,12.13,0.57,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 09:56:00.000,f921b1f8-65e3-4d56-bf64-67329b792b0f,
15121,4,0,32,2022-08-05 18:10:00.000,,,2022-08-05 18:10:51.397,2022-08-05 18:10:44.821,32,1.7200788,26.010002,1.2599999,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 18:11:00.000,f7f20772-a42e-45ee-80c8-6fb4209423af,
2262,4,0,6,2022-08-07 07:13:00.000,,,2022-08-07 07:13:41.113,2022-08-07 07:13:41.113,6,6.9444447,15.71,1.06,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-07 07:14:00.000,a6ae5539-2b49-4135-ab97-f6b117f92c2a,
12326,4,6,17,2022-08-05 16:09:00.000,,,2022-08-05 16:10:52.845,2022-08-05 16:10:52.845,23,2.0833333,25.68,1.64,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 16:10:00.000,001adaf0-fb67-4ded-b701-17bf37ece04d,
58598,4,0,110,2022-08-07 10:20:00.000,,,2022-08-07 10:22:11.217,2022-08-07 10:20:00.529,110,1.459934,85.55001,4.379999,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-07 10:21:00.000,833dc62a-2622-4e91-87b4-9ac1b5910d51,
57435,4,0,126,2022-08-05 09:56:00.000,,,2022-08-05 09:57:17.860,2022-08-05 09:56:27.759,126,1.7755631,101.98001,5.0099993,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 09:57:00.000,6c23f8f2-3458-4b97-836b-411516cc794a,
29538,4,0,55,2022-08-05 18:11:00.000,,,2022-08-05 18:11:37.037,2022-08-05 18:11:13.068,55,1.4459025,42.709976,2.189999,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 18:12:00.000,a54b0a38-e7fe-4928-b03b-002dd1239039,
46737,4,0,95,2022-08-06 15:12:00.000,,,2022-08-06 15:15:06.277,2022-08-06 15:15:06.277,95,1.6111112,75.3,3.74,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-06 15:13:00.000,d2728f26-cc18-4de5-90dd-50afadb9b396,
7860,4,1,8,2022-08-05 16:10:00.000,,,2022-08-05 16:10:54.243,2022-08-05 16:10:52.940,9,1.4120718,11.1,0.7300001,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 16:11:00.000,6b655283-93a5-4b92-96b6-12856314f357,
50059,4,0,96,2022-08-07 10:21:00.000,,,2022-08-07 10:22:11.309,2022-08-07 10:22:11.309,96,1.5,75.09,3.8,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-07 10:22:00.000,fd1ffcce-b3b1-4e45-b950-6f2e9c298eaa,
14394,4,0,30,2022-08-05 09:57:00.000,,,2022-08-05 09:57:17.963,2022-08-05 09:57:17.963,30,1.6666666,23.99,1.2,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 09:58:00.000,f162856d-1a3e-4aec-bd11-91892e4917ff,
10989,4,0,16,2022-08-05 18:12:00.000,,,2022-08-05 18:12:19.748,2022-08-05 18:12:13.913,16,1.0628327,11.68,0.63000005,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 18:13:00.000,34b7d416-7833-4846-9d45-ea676a3fc540,
17193,4,0,39,2022-08-07 08:18:00.000,,,2022-08-07 08:20:11.796,2022-08-07 08:18:26.337,39,2.014689,34.64,1.63,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-07 08:19:00.000,5a9ef0a1-5072-4443-adf7-2892f8f445c3,
35764,4,0,70,2022-08-05 16:12:00.000,,,2022-08-05 16:15:00.573,2022-08-05 16:15:00.573,70,1.5277778,54.64,2.78,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 16:13:00.000,57b6d4f2-293c-4f67-bfc9-4249c0c1afe4,
17882,4,1,31,2022-08-05 09:58:00.000,,,2022-08-05 10:00:14.240,2022-08-05 09:58:43.212,32,1.7027624,30.45,1.71,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 09:59:00.000,2f7843be-1b9d-4da5-854e-76b69a7ce517,
33210,4,0,63,2022-08-07 10:22:00.000,,,2022-08-07 10:23:51.513,2022-08-07 10:22:11.477,63,1.512795,50.239994,2.4399993,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-07 10:23:00.000,7feaec2d-ba27-4828-8892-2d772686d976,
5067,4,0,9,2022-08-05 18:13:00.000,,,2022-08-05 18:13:51.169,2022-08-05 18:13:49.599,9,1.3301423,6.7400007,0.33999997,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 18:14:00.000,707f06b5-9477-4765-96b3-56f308ca437e,
44374,4,0,89,2022-08-06 15:13:00.000,,,2022-08-06 15:15:06.370,2022-08-06 15:15:06.370,89,1.5833334,70.26,3.5,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-06 15:14:00.000,26b0d5ae-94cd-4297-8a3b-65307b157bed,
7926,4,0,16,2022-08-05 16:13:00.000,,,2022-08-05 16:15:00.702,2022-08-05 16:15:00.702,16,1.6111112,12.77,0.61,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 16:14:00.000,29f2a89c-54f7-4a69-91a5-a48e0ef1dca2,
54049,4,0,111,2022-08-07 10:23:00.000,,,2022-08-07 10:23:59.411,2022-08-07 10:23:51.610,111,1.6340516,88.319954,4.3299994,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-07 10:24:00.000,4af7f1fc-50e8-4793-93c0-f0da08b49e93,
56974,4,0,114,2022-08-05 09:59:00.000,,,2022-08-05 10:00:14.336,2022-08-05 10:00:14.336,114,1.5833334,90.21,4.54,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 10:00:00.000,7a04aa21-7f39-44e5-8837-d951e22ece78,
57378,4,0,118,2022-08-05 18:14:00.000,,,2022-08-05 18:14:59.595,2022-08-05 18:14:03.390,118,1.6342444,93.77007,4.6899967,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 18:15:00.000,fd982857-c288-4e7a-bcc8-5d2d97947ebc,
3008,4,0,7,2022-08-05 16:16:00.000,,,2022-08-05 16:19:09.685,2022-08-05 16:19:09.685,7,1.8611112,5.6,0.25,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 16:17:00.000,dbd34f45-2238-464a-9c71-5c4724c57fea,
4484,4,0,7,2022-08-07 08:19:00.000,,,2022-08-07 08:20:11.882,2022-08-07 08:20:11.882,7,1.2777778,5.73,0.25,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-07 08:20:00.000,58760521-3829-4242-ba70-49cc0bb0c827,
13505,4,1,25,2022-08-05 10:00:00.000,,,2022-08-05 10:03:36.368,2022-08-05 10:00:14.404,26,1.6882464,22.8,1.31,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 10:01:00.000,8621fca9-77ad-4819-ba94-a14b55afb2f8,
50182,4,0,97,2022-08-07 10:24:00.000,,,2022-08-07 10:25:39.349,2022-08-07 10:24:00.096,97,1.5114952,75.85,3.85,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-07 10:25:00.000,138d5593-a6f1-48c4-bdda-21f8058743e1,
17678,4,0,35,2022-08-06 15:14:00.000,,,2022-08-06 15:15:06.472,2022-08-06 15:15:06.472,35,1.5555556,27.5,1.39,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-06 15:15:00.000,a30134a2-308e-4a04-a7c2-35955bbe2246,
5690,4,0,8,2022-08-05 16:17:00.000,,,2022-08-05 16:19:09.829,2022-08-05 16:19:09.829,8,1.0000001,5.69,0.31,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 16:18:00.000,68cf77e9-726d-46ac-83b9-eaf1d9f4c75a,
13178,4,2,24,2022-08-05 10:06:00.000,,,2022-08-05 10:06:59.418,2022-08-05 10:06:35.986,26,1.7444909,22.990002,1.31,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 10:07:00.000,709687ab-4ecc-4699-bfe0-d5cc1459c73b,
51466,4,1,100,2022-08-07 10:25:00.000,,,2022-08-07 10:35:01.196,2022-08-07 10:25:39.468,101,1.5808195,81.35999,4.1799994,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-07 10:26:00.000,d9d83462-784c-4024-ad5e-061df7805d56,
48825,4,11,91,2022-08-07 08:20:00.000,,,2022-08-07 08:24:53.959,2022-08-07 08:20:11.929,102,1.7382363,84.869995,4.3899994,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-07 08:21:00.000,e9123fa8-7020-4de1-adc1-87968224d853,
23099,4,0,48,2022-08-05 16:18:00.000,,,2022-08-05 16:19:09.915,2022-08-05 16:19:09.915,48,2.0277777,46.84,2.47,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 16:19:00.000,8d65feab-bfa0-48fa-b3aa-c5bdef238b9d,
31829,4,0,61,2022-08-05 10:07:00.000,,,2022-08-05 10:08:13.999,2022-08-05 10:07:00.562,61,1.5080125,48.0,2.35,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 10:08:00.000,fccbe4d8-4dfb-4e9b-a53b-cac2ccbeea66,
55148,4,0,112,2022-08-07 10:26:00.000,,,2022-08-07 10:35:01.326,2022-08-07 10:35:01.326,112,1.6111112,88.85,4.48,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-07 10:27:00.000,2cb2bcf2-604c-4c09-bf08-3d9cf759b759,
18172,4,0,41,2022-08-06 15:15:00.000,,,2022-08-06 15:16:23.835,2022-08-06 15:16:23.835,41,1.9166667,34.83,1.76,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-06 15:16:00.000,35900c39-9dc0-4722-bede-1bcd8202fb4c,
4136,4,0,9,2022-08-05 10:08:00.000,,,2022-08-05 10:08:53.822,2022-08-05 10:08:51.071,9,1.7551123,7.26,0.32999998,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 10:09:00.000,3ea65165-f992-49dd-9a8f-f71815572ffb,
59128,4,0,122,2022-08-05 18:15:00.000,,,2022-08-05 18:16:06.994,2022-08-05 18:15:00.212,122,1.6452433,97.28005,4.869997,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 18:16:00.000,62964a1f-c887-4e31-80c3-a2834555a063,
31623,4,0,55,2022-08-05 16:20:00.000,,,2022-08-05 16:24:53.928,2022-08-05 16:24:53.928,55,1.4166666,44.8,2.31,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 16:21:00.000,1407bfda-9ceb-4d1d-badb-2e78093dbf8b,
54254,4,0,110,2022-08-07 10:27:00.000,,,2022-08-07 10:35:01.464,2022-08-07 10:35:01.464,110,1.6111112,87.41,4.4,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-07 10:28:00.000,8f203c9b-b8cf-49c2-8cde-1b1c3297c824,
58493,4,0,115,2022-08-07 08:21:00.000,,,2022-08-07 08:24:54.028,2022-08-07 08:24:54.028,115,1.6111112,94.24,4.9,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-07 08:22:00.000,a2ff1477-5d72-4119-a297-4c1e3672e1a1,
11178,4,0,16,2022-08-05 10:09:00.000,,,2022-08-05 10:10:11.121,2022-08-05 10:10:11.121,16,1.0555556,11.8,0.61,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 10:10:00.000,aff1986f-f205-4930-a4a3-f964d4f0cebb,
1059,4,0,2,2022-08-05 18:16:00.000,,,2022-08-05 18:16:07.142,2022-08-05 18:16:07.142,2,1.4722222,1.56,0.08,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 18:17:00.000,9b5cf4f1-84b2-4b2b-b3ea-26a3c4c55f31,
55020,4,0,116,2022-08-07 10:28:00.000,,,2022-08-07 10:35:01.524,2022-08-07 10:35:01.524,116,1.6944444,93.23,4.63,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-07 10:29:00.000,5428e9a9-1f9f-48e6-95e6-23a920761643,
10599,4,0,22,2022-08-05 16:21:00.000,,,2022-08-05 16:24:54.062,2022-08-05 16:24:54.062,22,1.75,18.55,0.82,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 16:22:00.000,71562060-1ecb-44fb-8ea2-a44372fc5a2c,
47203,4,0,85,2022-08-05 10:10:00.000,,,2022-08-05 10:12:13.078,2022-08-05 10:12:13.078,85,1.3888888,65.56,3.37,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 10:11:00.000,bf3e2e66-09dc-4b28-b119-eee3209d7169,
35353,4,9,71,2022-08-06 15:16:00.000,,,2022-08-06 15:34:19.069,2022-08-06 15:16:23.977,80,1.9904661,70.37,3.6499999,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-06 15:17:00.000,1d6e0f51-6667-4d50-ab3c-1c18a60fc664,
5417,4,0,9,2022-08-05 18:20:00.000,,,2022-08-05 18:21:08.564,2022-08-05 18:21:08.564,9,1.6944444,9.18,0.57,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 18:21:00.000,dc415fb9-61b8-4abc-8780-c51f3a4060e8,
10680,4,0,19,2022-08-05 16:22:00.000,,,2022-08-05 16:24:54.141,2022-08-05 16:24:54.141,19,1.5833334,16.91,1.01,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 16:23:00.000,62a893d5-5c23-4706-91ed-7a9df781235a,
42017,4,0,83,2022-08-07 10:29:00.000,,,2022-08-07 10:35:01.593,2022-08-07 10:35:01.593,83,1.5555556,65.36,3.29,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-07 10:30:00.000,6edf99a7-d98d-4525-8f66-0026523923e2,
58782,4,0,116,2022-08-07 08:22:00.000,,,2022-08-07 08:24:54.099,2022-08-07 08:24:54.099,116,1.5555556,91.44,4.64,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-07 08:23:00.000,1b2ccd40-fdb0-4ec4-a45e-62af19933618,
60000,4,0,119,2022-08-05 10:11:00.000,,,2022-08-05 10:12:13.131,2022-08-05 10:12:13.131,119,1.559,93.54,4.76,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 10:12:00.000,8479c823-6c63-46af-bf4c-31a89497ef1d,
6259,4,0,10,2022-08-05 18:21:00.000,,,2022-08-05 18:21:08.729,2022-08-05 18:21:08.729,10,1.2222222,7.65,0.37,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 18:22:00.000,2e2177b9-b8c2-4810-ac49-8d25de67586f,
57530,4,0,115,2022-08-07 10:30:00.000,,,2022-08-07 10:35:01.675,2022-08-07 10:35:01.675,115,1.5833334,91.09,4.6,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-07 10:31:00.000,10d978c6-7ad3-44e4-943b-3736d53413c1,
37404,4,0,77,2022-08-05 16:23:00.000,,,2022-08-05 16:24:54.236,2022-08-05 16:24:54.236,77,1.6944445,63.38,3.13,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 16:24:00.000,00b385c0-7d0c-4854-87a9-6701b32111e8,
59017,4,0,117,2022-08-05 10:12:00.000,,,2022-08-05 10:15:00.602,2022-08-05 10:12:13.202,117,1.5629336,92.23998,4.679998,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 10:13:00.000,a7c263ae-69ba-42e5-8fc0-e2bd8ff3697d,
47639,4,31,83,2022-08-05 19:21:00.000,,,2022-08-05 19:22:57.683,2022-08-05 19:21:09.639,114,2.2766857,108.46001,6.0199995,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 19:22:00.000,9aa6cf1a-674d-4fdd-929a-9aa2f99c7e72,
49400,4,0,106,2022-08-05 16:24:00.000,,,2022-08-05 16:24:58.843,2022-08-05 16:24:54.335,106,1.8637471,92.07,4.6299996,UTC+0300,e7FCb+MfnB,com.sec.android.app.shealth,2022-08-05 16:25:00.000,f10ae223-4ce6-46d5-ba79-f3aeae85a4fc,
